Dataset,Row,Col,Type,Tr_Acc,Val_Acc,Tr_loss,Val_loss
analcatdata_creditscore.csv,100,6,TrainA,0.78,0.78,0.4777720272541046,0.4777720272541046
bodyfat.csv,252,14,TrainA,1.0,1.0,0.0070750899612903595,0.0070750899612903595
fri_c0_100_25.csv,100,25,TrainA,0.74,0.74,0.5443919897079468,0.5443919897079468
AP_Endometrium_Prostate.csv,130,10935,TrainA,1.0,1.0,0.33327561616897583,0.33327561616897583
glass2.csv,163,9,TrainA,0.6809815950920245,0.6809815950920245,0.6365450024604797,0.6365450024604797
CastMetal1.csv,327,37,TrainA,0.8715596330275229,0.8715596330275229,0.26621460914611816,0.26621460914611816
fri_c1_100_25.csv,100,25,TrainA,0.84,0.84,0.5192798376083374,0.5192798376083374
AP_Omentum_Prostate.csv,146,10935,TrainA,1.0,1.0,0.006108262576162815,0.006108262576162815
transplant.csv,131,3,TrainA,0.9770992366412213,0.9770992366412213,0.14654693007469177,0.14654693007469177
parkinsons.csv,195,22,TrainA,0.8307692307692308,0.8307692307692308,0.37939029932022095,0.37939029932022095
visualizing_environmental.csv,111,3,TrainA,0.7117117117117117,0.7117117117117117,0.5477543473243713,0.5477543473243713
fri_c1_100_10.csv,100,10,TrainA,0.77,0.77,0.5489470958709717,0.5489470958709717
fruitfly.csv,125,4,TrainA,0.608,0.608,0.6500996351242065,0.6500996351242065
analcatdata_reviewer.csv,274,1,TrainA,0.6313868613138686,0.6313868613138686,0.6579881906509399,0.6579881906509399
prnn_crabs.csv,200,7,TrainA,0.995,0.995,0.01510754693299532,0.01510754693299532
fri_c3_100_25.csv,100,25,TrainA,0.54,0.54,0.6991828680038452,0.6991828680038452
MindCave2.csv,125,39,TrainA,0.912,0.912,0.3464217782020569,0.3464217782020569
fri_c3_250_50.csv,250,50,TrainA,0.892,0.892,0.32006168365478516,0.32006168365478516
wine.csv,178,13,TrainA,1.0,1.0,0.0041058422066271305,0.0041058422066271305
AP_Lung_Kidney.csv,386,10935,TrainA,1.0,1.0,0.010825500823557377,0.010825500823557377
analcatdata_neavote.csv,100,2,TrainA,0.92,0.92,0.33758872747421265,0.33758872747421265
lowbwt.csv,189,9,TrainA,0.8624338624338624,0.8624338624338624,0.3081660270690918,0.3081660270690918
cpu.csv,209,7,TrainA,0.9952153110047847,0.9952153110047847,0.025951389223337173,0.025951389223337173
visualizing_livestock.csv,130,2,TrainA,0.8,0.8,0.5870857834815979,0.5870857834815979
fri_c2_250_10.csv,250,10,TrainA,0.888,0.888,0.33339282870292664,0.33339282870292664
analcatdata_seropositive.csv,132,3,TrainA,0.44696969696969696,0.44696969696969696,0.7519925236701965,0.7519925236701965
fri_c3_100_50.csv,100,50,TrainA,0.83,0.83,0.42038995027542114,0.42038995027542114
ar6.csv,101,29,TrainA,0.5742574257425742,0.5742574257425742,0.7140205502510071,0.7140205502510071
badges2.csv,294,10,TrainA,1.0,1.0,0.0038353719282895327,0.0038353719282895327
fri_c2_100_5.csv,100,5,TrainA,0.76,0.76,0.5485146641731262,0.5485146641731262
fri_c4_250_100.csv,250,100,TrainA,0.956,0.956,0.10115466266870499,0.10115466266870499
servo.csv,167,4,TrainA,0.9341317365269461,0.9341317365269461,0.176131471991539,0.176131471991539
KnuggetChase3.csv,194,39,TrainA,0.8711340206185567,0.8711340206185567,0.36222395300865173,0.36222395300865173
fri_c2_250_50.csv,250,50,TrainA,0.936,0.936,0.21295170485973358,0.21295170485973358
veteran.csv,137,7,TrainA,0.5328467153284672,0.5328467153284672,0.7274034023284912,0.7274034023284912
mux6.csv,128,6,TrainA,0.84375,0.84375,0.468955934047699,0.468955934047699
SPECTF.csv,349,44,TrainA,0.9627507163323782,0.9627507163323782,0.14753897488117218,0.14753897488117218
AP_Ovary_Lung.csv,324,10935,TrainA,0.9907407407407407,0.9907407407407407,0.034672968089580536,0.034672968089580536
AP_Endometrium_Lung.csv,187,10935,TrainA,1.0,1.0,0.004335949197411537,0.004335949197411537
AP_Ovary_Uterus.csv,322,10935,TrainA,0.9906832298136646,0.9906832298136646,0.07001020014286041,0.07001020014286041
fri_c4_100_10.csv,100,10,TrainA,0.66,0.66,0.663036048412323,0.663036048412323
heart-statlog.csv,270,13,TrainA,0.9111111111111111,0.9111111111111111,0.2676844000816345,0.2676844000816345
tae.csv,151,5,TrainA,0.6887417218543046,0.6887417218543046,0.5675198435783386,0.5675198435783386
rmftsa_ctoarrivals.csv,264,2,TrainA,0.7651515151515151,0.7651515151515151,0.4452580511569977,0.4452580511569977
planning-relax.csv,182,12,TrainA,0.42857142857142855,0.42857142857142855,0.7111186981201172,0.7111186981201172
AP_Colon_Omentum.csv,363,10935,TrainA,1.0,1.0,0.0030849131289869547,0.0030849131289869547
lsvt.csv,126,310,TrainA,0.9920634920634921,0.9920634920634921,0.055254656821489334,0.055254656821489334
AP_Prostate_Kidney.csv,329,10935,TrainA,1.0,1.0,0.02031787857413292,0.02031787857413292
fri_c1_250_5.csv,250,5,TrainA,0.868,0.868,0.3841626048088074,0.3841626048088074
heart_h.csv,294,13,TrainA,0.8367346938775511,0.8367346938775511,0.4142046570777893,0.4142046570777893
qualitative-bankruptcy.csv,250,6,TrainA,1.0,1.0,0.051013167947530746,0.051013167947530746
fri_c0_100_5.csv,100,5,TrainA,0.8,0.8,0.4941997528076172,0.4941997528076172
AP_Endometrium_Omentum.csv,138,10935,TrainA,1.0,1.0,0.012112732976675034,0.012112732976675034
analcatdata_boxing2.csv,132,3,TrainA,0.7272727272727273,0.7272727272727273,0.6059330105781555,0.6059330105781555
analcatdata_chlamydia.csv,100,3,TrainA,0.89,0.89,0.4234740734100342,0.4234740734100342
heart_c.csv,303,13,TrainA,0.8844884488448845,0.8844884488448845,0.3030403256416321,0.3030403256416321
fri_c3_100_10.csv,100,10,TrainA,0.67,0.67,0.5975024104118347,0.5975024104118347
fri_c1_250_10.csv,250,10,TrainA,0.808,0.808,0.4241211414337158,0.4241211414337158
AP_Endometrium_Colon.csv,347,10935,TrainA,1.0,1.0,0.0066663529723882675,0.0066663529723882675
fri_c0_100_10.csv,100,10,TrainA,0.55,0.55,0.7117061018943787,0.7117061018943787
fri_c1_100_50.csv,100,50,TrainA,0.76,0.76,0.5159845352172852,0.5159845352172852
mu284.csv,284,10,TrainA,0.9929577464788732,0.9929577464788732,0.014586490578949451,0.014586490578949451
AP_Uterus_Kidney.csv,384,10935,TrainA,0.9869791666666666,0.9869791666666666,0.028751567006111145,0.028751567006111145
visualizing_galaxy.csv,323,4,TrainA,0.9442724458204335,0.9442724458204335,0.15687528252601624,0.15687528252601624
CostaMadre1.csv,296,37,TrainA,0.8682432432432432,0.8682432432432432,0.2662036120891571,0.2662036120891571
analcatdata_boxing1.csv,120,3,TrainA,0.725,0.725,0.5724003911018372,0.5724003911018372
machine_cpu.csv,209,6,TrainA,0.9569377990430622,0.9569377990430622,0.12931638956069946,0.12931638956069946
chatfield_4.csv,235,12,TrainA,0.9276595744680851,0.9276595744680851,0.20367473363876343,0.20367473363876343
ar1.csv,121,29,TrainA,0.9256198347107438,0.9256198347107438,0.17668932676315308,0.17668932676315308
haberman.csv,306,3,TrainA,0.7483660130718954,0.7483660130718954,0.5270282030105591,0.5270282030105591
analcatdata_michiganacc.csv,108,3,TrainA,0.7870370370370371,0.7870370370370371,0.5474035739898682,0.5474035739898682
fri_c0_250_10.csv,250,10,TrainA,0.86,0.86,0.34198859333992004,0.34198859333992004
sonar.csv,208,60,TrainA,0.9951923076923077,0.9951923076923077,0.09022756665945053,0.09022756665945053
AP_Endometrium_Uterus.csv,185,10935,TrainA,1.0,1.0,0.0011481408728286624,0.0011481408728286624
newton_hema.csv,140,3,TrainA,0.7785714285714286,0.7785714285714286,0.5546265840530396,0.5546265840530396
fri_c3_250_25.csv,250,25,TrainA,0.856,0.856,0.3712957203388214,0.3712957203388214
AP_Endometrium_Ovary.csv,259,10935,TrainA,1.0,1.0,0.022050360217690468,0.022050360217690468
