Epoch [1/300], Train Loss: 1.6491, Train Acc: 39.10%
Epoch [48/300], Train Loss: 0.3149, Train Acc: 89.20%
Epoch [49/300], Train Loss: 0.3173, Train Acc: 88.99%
Epoch [50/300], Train Loss: 0.3135, Train Acc: 89.19%
Epoch [51/300], Train Loss: 0.3234, Train Acc: 89.00%
Epoch [52/300], Train Loss: 0.3139, Train Acc: 89.19%
Epoch [53/300], Train Loss: 0.3174, Train Acc: 89.03%
Epoch [54/300], Train Loss: 0.3182, Train Acc: 89.16%
Epoch [55/300], Train Loss: 0.3085, Train Acc: 89.65%
Epoch [56/300], Train Loss: 0.3184, Train Acc: 89.21%
Epoch [57/300], Train Loss: 0.3067, Train Acc: 89.55%
Epoch [58/300], Train Loss: 0.3128, Train Acc: 89.42%
Epoch [59/300], Train Loss: 0.3089, Train Acc: 89.58%
Epoch [60/300], Train Loss: 0.3078, Train Acc: 89.52%
Epoch [61/300], Train Loss: 0.3070, Train Acc: 89.47%
Epoch [62/300], Train Loss: 0.3009, Train Acc: 89.78%
Epoch [63/300], Train Loss: 0.3079, Train Acc: 89.54%
Epoch [64/300], Train Loss: 0.3066, Train Acc: 89.63%
Epoch [65/300], Train Loss: 0.3112, Train Acc: 89.38%
Epoch [66/300], Train Loss: 0.3108, Train Acc: 89.45%
Epoch [67/300], Train Loss: 0.3000, Train Acc: 89.78%
Epoch [68/300], Train Loss: 0.3119, Train Acc: 89.38%
Epoch [69/300], Train Loss: 0.3096, Train Acc: 89.36%
Epoch [70/300], Train Loss: 0.3004, Train Acc: 89.68%
Epoch [71/300], Train Loss: 0.3015, Train Acc: 89.68%
Epoch [72/300], Train Loss: 0.3150, Train Acc: 89.20%
Epoch [73/300], Train Loss: 0.3083, Train Acc: 89.56%
Epoch [74/300], Train Loss: 0.3022, Train Acc: 89.75%
Epoch [75/300], Train Loss: 0.3024, Train Acc: 89.73%
Epoch [76/300], Train Loss: 0.3085, Train Acc: 89.46%
Epoch [77/300], Train Loss: 0.2988, Train Acc: 89.95%
Epoch [78/300], Train Loss: 0.3020, Train Acc: 89.73%
Epoch [79/300], Train Loss: 0.3013, Train Acc: 89.71%
Epoch [80/300], Train Loss: 0.2971, Train Acc: 89.83%
Epoch [81/300], Train Loss: 0.2956, Train Acc: 89.98%
Epoch [82/300], Train Loss: 0.2939, Train Acc: 90.05%
Epoch [83/300], Train Loss: 0.3048, Train Acc: 89.67%
Epoch [84/300], Train Loss: 0.3056, Train Acc: 89.51%
Epoch [85/300], Train Loss: 0.2940, Train Acc: 89.95%
Epoch [86/300], Train Loss: 0.3012, Train Acc: 89.66%
Epoch [87/300], Train Loss: 0.2979, Train Acc: 89.78%
Epoch [88/300], Train Loss: 0.2892, Train Acc: 90.16%
Epoch [89/300], Train Loss: 0.2983, Train Acc: 89.94%
Epoch [90/300], Train Loss: 0.2996, Train Acc: 89.83%
Epoch [91/300], Train Loss: 0.2978, Train Acc: 89.75%
Epoch [92/300], Train Loss: 0.2968, Train Acc: 90.00%
Epoch [93/300], Train Loss: 0.2953, Train Acc: 89.93%
Epoch [94/300], Train Loss: 0.2972, Train Acc: 89.90%
Epoch [95/300], Train Loss: 0.2943, Train Acc: 89.91%
Epoch [96/300], Train Loss: 0.2935, Train Acc: 90.02%
Epoch [97/300], Train Loss: 0.3069, Train Acc: 89.38%
Epoch [98/300], Train Loss: 0.3008, Train Acc: 89.68%
Epoch [99/300], Train Loss: 0.2969, Train Acc: 89.86%
Epoch [100/300], Train Loss: 0.2932, Train Acc: 89.98%
Epoch [101/300], Train Loss: 0.2988, Train Acc: 89.78%
Epoch [102/300], Train Loss: 0.2949, Train Acc: 90.02%
Epoch [103/300], Train Loss: 0.2911, Train Acc: 90.05%
Epoch [104/300], Train Loss: 0.2949, Train Acc: 90.03%
Epoch [105/300], Train Loss: 0.2954, Train Acc: 89.97%
Epoch [106/300], Train Loss: 0.2948, Train Acc: 90.01%
Epoch [107/300], Train Loss: 0.3000, Train Acc: 89.74%
Epoch [108/300], Train Loss: 0.2944, Train Acc: 89.83%
Epoch [109/300], Train Loss: 0.2927, Train Acc: 90.11%
Epoch [110/300], Train Loss: 0.2911, Train Acc: 90.03%
Epoch [111/300], Train Loss: 0.2929, Train Acc: 89.89%
Epoch [112/300], Train Loss: 0.2954, Train Acc: 89.95%
Epoch [113/300], Train Loss: 0.2930, Train Acc: 89.86%
Epoch [114/300], Train Loss: 0.2883, Train Acc: 90.31%
Epoch [115/300], Train Loss: 0.2964, Train Acc: 90.05%
Epoch [116/300], Train Loss: 0.2969, Train Acc: 89.83%
Epoch [117/300], Train Loss: 0.2914, Train Acc: 89.92%
Epoch [118/300], Train Loss: 0.2845, Train Acc: 90.48%
Epoch [119/300], Train Loss: 0.2873, Train Acc: 90.17%
Epoch [120/300], Train Loss: 0.2955, Train Acc: 89.93%
Epoch [121/300], Train Loss: 0.2964, Train Acc: 89.97%
Epoch [122/300], Train Loss: 0.2946, Train Acc: 90.01%
Epoch [123/300], Train Loss: 0.2882, Train Acc: 90.05%
Epoch [124/300], Train Loss: 0.2875, Train Acc: 90.15%
Epoch [125/300], Train Loss: 0.2891, Train Acc: 90.26%
Epoch [126/300], Train Loss: 0.2885, Train Acc: 90.11%
Epoch [127/300], Train Loss: 0.2915, Train Acc: 90.07%
Epoch [128/300], Train Loss: 0.2838, Train Acc: 90.28%
Epoch [129/300], Train Loss: 0.2880, Train Acc: 90.26%
Epoch [130/300], Train Loss: 0.2952, Train Acc: 89.95%
Epoch [131/300], Train Loss: 0.2897, Train Acc: 90.03%
Epoch [132/300], Train Loss: 0.2883, Train Acc: 90.40%
Epoch [133/300], Train Loss: 0.2921, Train Acc: 89.98%
Epoch [134/300], Train Loss: 0.2851, Train Acc: 90.35%
Epoch [135/300], Train Loss: 0.2947, Train Acc: 90.12%
Epoch [136/300], Train Loss: 0.2848, Train Acc: 90.22%
Epoch [137/300], Train Loss: 0.2926, Train Acc: 90.19%
Epoch [138/300], Train Loss: 0.2900, Train Acc: 90.14%
Epoch [139/300], Train Loss: 0.2892, Train Acc: 90.22%
Epoch [140/300], Train Loss: 0.2812, Train Acc: 90.52%
Epoch [141/300], Train Loss: 0.2983, Train Acc: 89.87%
Epoch [142/300], Train Loss: 0.2862, Train Acc: 90.33%
Epoch [143/300], Train Loss: 0.2858, Train Acc: 90.26%
Epoch [144/300], Train Loss: 0.2929, Train Acc: 90.20%
Epoch [145/300], Train Loss: 0.2858, Train Acc: 90.13%
Epoch [146/300], Train Loss: 0.2841, Train Acc: 90.43%
Epoch [147/300], Train Loss: 0.2819, Train Acc: 90.48%
Epoch [148/300], Train Loss: 0.2888, Train Acc: 90.19%
Epoch [149/300], Train Loss: 0.2964, Train Acc: 89.77%
Epoch [150/300], Train Loss: 0.2835, Train Acc: 90.39%
Epoch [151/300], Train Loss: 0.1475, Train Acc: 95.07%
Epoch [152/300], Train Loss: 0.0991, Train Acc: 96.71%
Epoch [153/300], Train Loss: 0.0806, Train Acc: 97.26%
Epoch [154/300], Train Loss: 0.0699, Train Acc: 97.71%
Epoch [155/300], Train Loss: 0.0588, Train Acc: 98.07%
Epoch [156/300], Train Loss: 0.0509, Train Acc: 98.32%
Epoch [157/300], Train Loss: 0.0447, Train Acc: 98.59%
Epoch [158/300], Train Loss: 0.0413, Train Acc: 98.65%
Epoch [159/300], Train Loss: 0.0381, Train Acc: 98.77%
Epoch [160/300], Train Loss: 0.0322, Train Acc: 99.01%
Epoch [161/300], Train Loss: 0.0306, Train Acc: 99.05%
Epoch [162/300], Train Loss: 0.0270, Train Acc: 99.13%
Early stopping at epoch 162. Best was epoch 152 (val_loss=0.2366).
Restored best model from epoch 152.
Test Accuracy: 92.56%
