Using device: cuda
Epoch [1/300], Train Loss: 1.9670, Train Acc: 31.01%
Epoch [213/300], Train Loss: 0.0019, Train Acc: 100.00%
Epoch [214/300], Train Loss: 0.0019, Train Acc: 100.00%
Epoch [215/300], Train Loss: 0.0019, Train Acc: 100.00%
Epoch [216/300], Train Loss: 0.0019, Train Acc: 100.00%
Epoch [217/300], Train Loss: 0.0019, Train Acc: 100.00%
Epoch [218/300], Train Loss: 0.0019, Train Acc: 100.00%
Epoch [219/300], Train Loss: 0.0019, Train Acc: 100.00%
Epoch [220/300], Train Loss: 0.0019, Train Acc: 100.00%
Epoch [221/300], Train Loss: 0.0019, Train Acc: 100.00%
Epoch [222/300], Train Loss: 0.0019, Train Acc: 100.00%
Epoch [223/300], Train Loss: 0.0019, Train Acc: 100.00%
Epoch [224/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [225/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [226/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [227/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [228/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [229/300], Train Loss: 0.0019, Train Acc: 100.00%
Epoch [230/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [231/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [232/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [233/300], Train Loss: 0.0019, Train Acc: 100.00%
Epoch [234/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [235/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [236/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [237/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [238/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [239/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [240/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [241/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [242/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [243/300], Train Loss: 0.0019, Train Acc: 100.00%
Epoch [244/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [245/300], Train Loss: 0.0019, Train Acc: 100.00%
Epoch [246/300], Train Loss: 0.0019, Train Acc: 100.00%
Epoch [247/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [248/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [249/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [250/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [251/300], Train Loss: 0.0019, Train Acc: 100.00%
Epoch [252/300], Train Loss: 0.0019, Train Acc: 100.00%
Epoch [253/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [254/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [255/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [256/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [257/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [258/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [259/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [260/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [261/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [262/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [263/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [264/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [265/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [266/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [267/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [268/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [269/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [270/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [271/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [272/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [273/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [274/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [275/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [276/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [277/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [278/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [279/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [280/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [281/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [282/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [283/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [284/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [285/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [286/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [287/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [288/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [289/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [290/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [291/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [292/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [293/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [294/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [295/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [296/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [297/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [298/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [299/300], Train Loss: 0.0018, Train Acc: 100.00%
Epoch [300/300], Train Loss: 0.0018, Train Acc: 100.00%
Restored best model from epoch 259.
Test Accuracy: 87.00%
Loaded model for run 2 from checkpoint.
Saved FC inputs for run 2.
Loaded inputs for Gurobi optimization.
Set parameter Username
Set parameter LicenseID to value 2677321
Academic license - for non-commercial use only - expires 2026-06-11
Size of X: (40000, 512)
Size of W: (10, 512)
Size of b: (10,)
Mismatch:  0
Set parameter TimeLimit to value 600
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (linux64 - "Ubuntu 18.04.6 LTS")

CPU model: Intel(R) Core(TM) i7-8700K CPU @ 3.70GHz, instruction set [SSE2|AVX|AVX2]
Thread count: 6 physical cores, 12 logical processors, using up to 12 threads

Non-default parameters:
TimeLimit  600

Optimize a model with 760000 rows, 405130 columns and 152776850 nonzeros
Model fingerprint: 0x43dc0c94
Coefficient statistics:
  Matrix range     [5e-10, 2e+00]
  Objective range  [1e+00, 1e+00]
  Bounds range     [0e+00, 0e+00]
  RHS range        [1e-05, 1e+01]
Presolve removed 0 rows and 0 columns (presolve time = 6s)...
Presolve removed 0 rows and 0 columns (presolve time = 12s)...
Presolve removed 0 rows and 0 columns (presolve time = 19s)...
Presolve removed 10000 rows and 10000 columns (presolve time = 30s)...
Presolve removed 40000 rows and 40000 columns (presolve time = 30s)...
Presolve removed 50000 rows and 50000 columns (presolve time = 38s)...
Presolve removed 90000 rows and 90000 columns (presolve time = 47s)...
Presolve removed 130000 rows and 130000 columns (presolve time = 57s)...
Presolve removed 170000 rows and 170000 columns (presolve time = 68s)...
Presolve removed 210000 rows and 210000 columns (presolve time = 80s)...
Presolve removed 250000 rows and 250000 columns (presolve time = 93s)...
Presolve removed 290000 rows and 290000 columns (presolve time = 107s)...
Presolve removed 330000 rows and 330000 columns (presolve time = 122s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 142s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 180s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 185s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 190s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 195s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 202s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 206s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 210s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 218s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 222s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 226s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 230s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 239s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 830s)...
Presolve removed 360000 rows and 360000 columns
Presolve time: 831.64s

Stopped in 0 iterations and 831.64 seconds (169.57 work units)
Time limit reached
No solution found.
Gurobi did not find a solution.
Size of X: (1000, 512)
Size of W: (10, 512)
Size of b: (10,)
Mismatch:  0
Set parameter TimeLimit to value 600
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (linux64 - "Ubuntu 18.04.6 LTS")

CPU model: Intel(R) Core(TM) i7-8700K CPU @ 3.70GHz, instruction set [SSE2|AVX|AVX2]
Thread count: 6 physical cores, 12 logical processors, using up to 12 threads

Non-default parameters:
TimeLimit  600

Optimize a model with 23262 rows, 31260 columns and 3843420 nonzeros
Model fingerprint: 0x22baf716
Model has 18000 simple general constraints
  18000 INDICATOR
Variable types: 20260 continuous, 11000 integer (11000 binary)
Coefficient statistics:
  Matrix range     [5e-09, 9e+00]
  Objective range  [1e+00, 1e+00]
  Bounds range     [1e+00, 1e+00]
  RHS range        [4e-04, 1e+01]
  GenCon rhs range [1e-05, 1e-05]
  GenCon coe range [1e+00, 1e+00]
Presolve added 25999 rows and 26000 columns
Presolve time: 4.37s
Presolved: 49261 rows, 57260 columns, 3907290 nonzeros
Presolved model has 18000 SOS constraint(s)
Variable types: 38260 continuous, 19000 integer (19000 binary)
Deterministic concurrent LP optimizer: primal simplex, dual simplex, and barrier
Showing barrier log only...

Root barrier log...

Ordering time: 0.00s

Barrier statistics:
 AA' NZ     : 0.000e+00
 Factor NZ  : 1.000e+00
 Factor Ops : 1.000e+00 (less than 1 second per iteration)
 Threads    : 1

Barrier performed 0 iterations in 4.95 seconds (5.50 work units)
Barrier solve interrupted - model solved by another algorithm

Concurrent spin time: 0.00s

Solved with dual simplex

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
       0    0.0000000e+00   0.000000e+00   0.000000e+00      5s

Root relaxation: objective 0.000000e+00, 0 iterations, 0.50 seconds (0.83 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

H    0     0                      17.4881395    0.00000   100%     -    5s
     0     0    0.00000    0    9   17.48814    0.00000   100%     -   12s
     0     2    0.00000    0    9   17.48814    0.00000   100%     -   15s
    50    57   12.68988    7    2   17.48814    0.00000   100%   5.1   20s
*   66    66               9      11.5862889    0.00000   100%   5.8   30s
*   72    48               9      11.2285503    0.00000   100%   5.9   40s
*   99    42               9      10.7024325    0.00000   100%   4.9   49s
*  102    42               9       9.5918162    0.00000   100%   5.0   57s
*  118    16              11       9.1007938    0.00000   100%   4.8   67s
   169     1    0.00000   20    1    9.10079    0.00000   100%   3.6   70s
*  171     1              21       7.7563448    0.00000   100%   3.6   78s
   178     1    0.00000   24    1    7.75634    0.00000   100%   3.6   80s
   201     8     cutoff   36         7.75634    0.00000   100%   3.6   85s
*  209     1              43       7.5777121    0.00000   100%   3.5   94s
   220     2    0.00000   45    1    7.57771    0.00000   100%   3.6   95s
   248    10     cutoff   60         7.57771    0.00000   100%   3.5  100s
   289     2     cutoff   80         7.57771    0.00000   100%   3.5  105s
   349     2     cutoff  110         7.57771    0.00000   100%   3.5  111s
   402    16     cutoff  143         7.57771    0.00000   100%   3.4  115s
*  461    18             169       7.3779590    0.00000   100%   3.5  126s
   519    19    0.00000  195    1    7.37796    0.00000   100%   3.5  130s
   610     5     cutoff  251         7.37796    0.00000   100%   3.4  135s
   636    22     cutoff  255         7.37796    0.00000   100%   3.5  142s
*  678    26             268       7.1192883    0.00000   100%   3.5  152s
   749     5     cutoff  323         7.11929    0.00000   100%   3.4  156s
   823    32     cutoff  360         7.11929    0.00000   100%   3.4  161s
*  932    37             418       6.8853362    0.00000   100%   3.4  173s
*  950    37             417       5.6806620    0.00000   100%   3.5  181s
* 1015    40             423       5.6015755    0.00000   100%   3.4  183s
  1059    42     cutoff  484         5.60158    0.00000   100%   3.4  185s
  1281    50     cutoff  599         5.60158    0.00000   100%   3.4  192s
  1452    58     cutoff  688         5.60158    0.00000   100%   3.4  197s
  1646    68     cutoff  789         5.60158    0.00000   100%   3.4  202s
  1751    72     cutoff  844         5.60158    0.00000   100%   3.4  205s
  1983    43     cutoff  966         5.60158    0.00000   100%   3.4  212s
  2162    88     cutoff 1053         5.60158    0.00000   100%   3.4  217s
  2295    29     cutoff 1126         5.60158    0.00000   100%   3.4  220s
  2409     2     cutoff 1142         5.60158    0.00000   100%   3.5  225s
  2516   102     cutoff 1230         5.60158    0.00000   100%   3.4  231s
  2819   156     cutoff 1407         5.60158    0.00000   100%   3.4  238s
  2989    67     cutoff 1507         5.60158    0.00000   100%   3.4  254s
  3080    12     cutoff 1508         5.60158    0.00000   100%   3.4  261s
  3137     3     cutoff 1509         5.60158    0.00000   100%   3.5  275s
  3148     2     cutoff 1510         5.60158    0.00000   100%   3.5  286s
  3153     2     cutoff 1512         5.60158    0.00000   100%   3.5  290s
  3155     2     cutoff 1513         5.60158    0.00000   100%   3.5  296s
  3264   141     cutoff 1620         5.60158    0.00000   100%   3.4  302s
  3448   176     cutoff 1729         5.60158    0.00000   100%   3.4  306s
  3644   177    0.00000 1811    0    5.60158    0.00000   100%   3.4  494s
  3646   178    0.00000 1711    5    5.60158    0.00000   100%   3.4  566s
  3648   180    0.00000 1832    5    5.60158    0.00000   100%   3.4  575s
