Dataset,Run,Training_Type,Method,CMC_Type,Misclassification_Count,Gurobi_Samples,Stage,Checkpoint,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Test_Loss,Test_Acc
Caltech101,1,SAM,CMC,Correct,1,1000,Model_init,./checkpoints_SAM/Caltech101/Run1_full_checkpoint.pth,0.0030879586635574646,100.0,0.278221574851772,92.77478862413528,0.3205337179537026,91.79345320424159
Caltech101,1,SAM,CMC,Correct,1,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run1_full_checkpoint_50.pth,0.0029140398232069525,100.0,0.25835568359913413,93.46656418139892,0.2911525586608809,92.9460580912863
Caltech101,2,SAM,CMC,Correct,1,1000,Model_init,./checkpoints_SAM/Caltech101/Run2_full_checkpoint.pth,0.00474779842234647,100.0,0.24526282837993818,93.23597232897771,0.31327381995263986,92.48501613646842
Caltech101,2,SAM,CMC,Correct,1,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run2_full_checkpoint_50.pth,0.0024628934349014615,100.0,0.2683154752422167,92.77478862413528,0.30726330635623483,92.99216228676809
Caltech101,3,SAM,CMC,Correct,1,1000,Model_init,./checkpoints_SAM/Caltech101/Run3_full_checkpoint.pth,0.005093363290627587,100.0,0.3111552861615798,92.23674096848578,0.34097934612182496,91.79345320424159
Caltech101,3,SAM,CMC,Correct,1,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run3_full_checkpoint_50.pth,0.0031685393319375414,100.0,0.29039089334162266,92.85165257494235,0.31957109275056284,92.48501613646842
Caltech101,1,SAM,CMC,Any,1,1000,Model_init,./checkpoints_SAM/Caltech101/Run1_full_checkpoint.pth,0.0030879588982664964,100.0,0.278221574851772,92.77478862413528,0.3205337179537026,91.79345320424159
Caltech101,1,SAM,CMC,Any,1,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run1_full_checkpoint_50.pth,0.0029140432947359998,100.0,0.25835568359913413,93.46656418139892,0.2911525586608809,92.9460580912863
Caltech101,2,SAM,CMC,Any,1,1000,Model_init,./checkpoints_SAM/Caltech101/Run2_full_checkpoint.pth,0.004747805834733182,100.0,0.24526282837993818,93.23597232897771,0.31327381995263986,92.48501613646842
Caltech101,2,SAM,CMC,Any,1,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run2_full_checkpoint_50.pth,0.00246289139649288,100.0,0.2683154752422167,92.77478862413528,0.30726330635623483,92.99216228676809
Caltech101,3,SAM,CMC,Any,1,1000,Model_init,./checkpoints_SAM/Caltech101/Run3_full_checkpoint.pth,0.0050933614601833726,100.0,0.3111552861615798,92.23674096848578,0.34097934612182496,91.79345320424159
Caltech101,3,SAM,CMC,Any,1,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run3_full_checkpoint_50.pth,0.0031685333978420513,100.0,0.29039089334162266,92.85165257494235,0.31957109275056284,92.48501613646842
Caltech101,1,SAM,CMC,Correct,10,1000,Model_init,./checkpoints_SAM/Caltech101/Run1_full_checkpoint.pth,0.0030879643081128884,100.0,0.278221574851772,92.77478862413528,0.3205337179537026,91.79345320424159
Caltech101,1,SAM,CMC,Correct,10,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run1_full_checkpoint_50.pth,0.002914047307240742,100.0,0.25835568359913413,93.46656418139892,0.2911525586608809,92.9460580912863
Caltech101,2,SAM,CMC,Correct,10,1000,Model_init,./checkpoints_SAM/Caltech101/Run2_full_checkpoint.pth,0.004747793312684343,100.0,0.24526282837993818,93.23597232897771,0.31327381995263986,92.48501613646842
Caltech101,2,SAM,CMC,Correct,10,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run2_full_checkpoint_50.pth,0.0024628907959454572,100.0,0.2683154752422167,92.77478862413528,0.30726330635623483,92.99216228676809
Caltech101,3,SAM,CMC,Correct,10,1000,Model_init,./checkpoints_SAM/Caltech101/Run3_full_checkpoint.pth,0.0050933579382956415,100.0,0.3111552861615798,92.23674096848578,0.34097934612182496,91.79345320424159
Caltech101,3,SAM,CMC,Correct,10,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run3_full_checkpoint_50.pth,0.0031685380212700728,100.0,0.29039089334162266,92.85165257494235,0.31957109275056284,92.48501613646842
Caltech101,1,SAM,CMC,Any,10,1000,Model_init,./checkpoints_SAM/Caltech101/Run1_full_checkpoint.pth,0.003087959828068471,100.0,0.278221574851772,92.77478862413528,0.3205337179537026,91.79345320424159
Caltech101,1,SAM,CMC,Any,10,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run1_full_checkpoint_50.pth,0.0029140422077755766,100.0,0.25835568359913413,93.46656418139892,0.2911525586608809,92.9460580912863
Caltech101,2,SAM,CMC,Any,10,1000,Model_init,./checkpoints_SAM/Caltech101/Run2_full_checkpoint.pth,0.004747797642726074,100.0,0.24526282837993818,93.23597232897771,0.31327381995263986,92.48501613646842
Caltech101,2,SAM,CMC,Any,10,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run2_full_checkpoint_50.pth,0.0024628947366242267,100.0,0.2683154752422167,92.77478862413528,0.30726330635623483,92.99216228676809
Caltech101,3,SAM,CMC,Any,10,1000,Model_init,./checkpoints_SAM/Caltech101/Run3_full_checkpoint.pth,0.005093354847005959,100.0,0.3111552861615798,92.23674096848578,0.34097934612182496,91.79345320424159
Caltech101,3,SAM,CMC,Any,10,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run3_full_checkpoint_50.pth,0.0031685350226475224,100.0,0.29039089334162266,92.85165257494235,0.31957109275056284,92.48501613646842
Caltech101,1,SAM,CMC,Correct,1,1000,Model_init,./checkpoints_SAM/Caltech101/Run1_full_checkpoint.pth,0.0030879631179305815,100.0,0.278221574851772,92.77478862413528,0.3205337179537026,91.79345320424159
Caltech101,1,SAM,CMC,Correct,1,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run1_full_checkpoint_50.pth,0.002914037266094989,100.0,0.25835568359913413,93.46656418139892,0.2911525586608809,92.9460580912863
Caltech101,2,SAM,CMC,Correct,1,1000,Model_init,./checkpoints_SAM/Caltech101/Run2_full_checkpoint.pth,0.004747802991122351,100.0,0.24526282837993818,93.23597232897771,0.31327381995263986,92.48501613646842
Caltech101,2,SAM,CMC,Correct,1,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run2_full_checkpoint_50.pth,0.002462891058740859,100.0,0.2683154752422167,92.77478862413528,0.30726330635623483,92.99216228676809
Caltech101,3,SAM,CMC,Correct,1,1000,Model_init,./checkpoints_SAM/Caltech101/Run3_full_checkpoint.pth,0.005093358416479514,100.0,0.3111552861615798,92.23674096848578,0.34097934612182496,91.79345320424159
Caltech101,3,SAM,CMC,Correct,1,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run3_full_checkpoint_50.pth,0.003168537942735572,100.0,0.29039089334162266,92.85165257494235,0.31957109275056284,92.48501613646842
Caltech101,1,SAM,CMC,Any,1,1000,Model_init,./checkpoints_SAM/Caltech101/Run1_full_checkpoint.pth,0.0030879585310863993,100.0,0.278221574851772,92.77478862413528,0.3205337179537026,91.79345320424159
Caltech101,1,SAM,CMC,Any,1,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run1_full_checkpoint_50.pth,0.002914041377617604,100.0,0.25835568359913413,93.46656418139892,0.2911525586608809,92.9460580912863
Caltech101,1,SAM,CMC,Correct,1,1000,Model_init,./checkpoints_SAM/Caltech101/Run1_full_checkpoint.pth,0.0030879561191469807,100.0,0.278221574851772,92.77478862413528,0.3205337179537026,91.79345320424159
Caltech101,1,SAM,CMC,Correct,1,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run1_full_checkpoint_50.pth,0.0029140447597890587,100.0,0.25835568359913413,93.46656418139892,0.2911525586608809,92.9460580912863
Caltech101,1,SAM,CMC,Correct,1,1000,Model_init_CMC,./checkpoints_SAM/Caltech101_CO/Correct_1_N1000/Run1_full_checkpoint.pth,0.0063163653151870995,99.98079139454475,0.28455425907702375,92.62106072252114,0.32601023730235806,91.79345320424159
Caltech101,1,SAM,CMC,Correct,1,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/Caltech101_CO/Correct_1_N1000/Run1_full_checkpoint_Resume.pth,0.0030916024156342698,100.0,0.28409782333799183,92.85165257494235,0.3080315431000286,92.39280774550484
Caltech101,2,SAM,CMC,Correct,1,1000,Model_init,./checkpoints_SAM/Caltech101/Run2_full_checkpoint.pth,0.004747795613441091,100.0,0.24526282837993818,93.23597232897771,0.31327381995263986,92.48501613646842
Caltech101,2,SAM,CMC,Correct,1,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run2_full_checkpoint_50.pth,0.002462894041531283,100.0,0.2683154752422167,92.77478862413528,0.30726330635623483,92.99216228676809
Caltech101,2,SAM,CMC,Correct,1,1000,Model_init_CMC,./checkpoints_SAM/Caltech101_CO/Correct_1_N1000/Run2_full_checkpoint.pth,0.0055681582480523045,99.98079139454475,0.25064566594009485,93.0053804765565,0.3274049662730286,92.20839096357768
Caltech101,2,SAM,CMC,Correct,1,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/Caltech101_CO/Correct_1_N1000/Run2_full_checkpoint_Resume.pth,0.0061290768347966795,99.96158278908952,0.2686125455362626,93.23597232897771,0.3290365070942746,91.97786998616874
Caltech101,3,SAM,CMC,Correct,1,1000,Model_init,./checkpoints_SAM/Caltech101/Run3_full_checkpoint.pth,0.005093362112073396,100.0,0.3111552861615798,92.23674096848578,0.34097934612182496,91.79345320424159
Caltech101,3,SAM,CMC,Correct,1,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run3_full_checkpoint_50.pth,0.0031685384917615003,100.0,0.29039089334162266,92.85165257494235,0.31957109275056284,92.48501613646842
Caltech101,3,SAM,CMC,Correct,1,1000,Model_init_CMC,./checkpoints_SAM/Caltech101_CO/Correct_1_N1000/Run3_full_checkpoint.pth,0.006320922791491299,99.96158278908952,0.3194405865682995,91.9292851652575,0.3522887277666354,91.19409866297833
Caltech101,3,SAM,CMC,Correct,1,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/Caltech101_CO/Correct_1_N1000/Run3_full_checkpoint_Resume.pth,0.002656724375786773,100.0,0.28753639385963203,93.08224442736356,0.36407951699417823,91.14799446749655
Caltech101,1,SAM,CMC,Any,1,1000,Model_init,./checkpoints_SAM/Caltech101/Run1_full_checkpoint.pth,0.0030879584321579735,100.0,0.278221574851772,92.77478862413528,0.3205337179537026,91.79345320424159
Caltech101,1,SAM,CMC,Any,1,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run1_full_checkpoint_50.pth,0.002914041083784079,100.0,0.25835568359913413,93.46656418139892,0.2911525586608809,92.9460580912863
Caltech101,1,SAM,CMC,Any,1,1000,Model_init_CMC,./checkpoints_SAM/Caltech101_CO/Any_1_N1000/Run1_full_checkpoint.pth,0.01072332970366881,99.98079139454475,0.2858374476100645,92.6979246733282,0.3379813966634582,91.42461964038728
Caltech101,1,SAM,CMC,Any,1,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/Caltech101_CO/Any_1_N1000/Run1_full_checkpoint_Resume.pth,0.003698471859093903,100.0,0.276789885334997,93.92774788624135,0.32393533173465905,92.43891194098663
Caltech101,2,SAM,CMC,Any,1,1000,Model_init,./checkpoints_SAM/Caltech101/Run2_full_checkpoint.pth,0.004747800057438352,100.0,0.24526282837993818,93.23597232897771,0.31327381995263986,92.48501613646842
Caltech101,2,SAM,CMC,Any,1,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run2_full_checkpoint_50.pth,0.0024628924505367927,100.0,0.2683154752422167,92.77478862413528,0.30726330635623483,92.99216228676809
Caltech101,2,SAM,CMC,Any,1,1000,Model_init_CMC,./checkpoints_SAM/Caltech101_CO/Any_1_N1000/Run2_full_checkpoint.pth,0.006828397479519402,99.94237418363427,0.26058735191638793,92.92851652574943,0.32663907715943397,92.1622867680959
Caltech101,2,SAM,CMC,Any,1,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/Caltech101_CO/Any_1_N1000/Run2_full_checkpoint_Resume.pth,0.0038162620625087633,100.0,0.24953970659544247,94.23520368946964,0.3324409526626379,92.48501613646842
Caltech101,3,SAM,CMC,Any,1,1000,Model_init,./checkpoints_SAM/Caltech101/Run3_full_checkpoint.pth,0.005093359126689008,100.0,0.3111552861615798,92.23674096848578,0.34097934612182496,91.79345320424159
Caltech101,3,SAM,CMC,Any,1,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run3_full_checkpoint_50.pth,0.0031685358931461106,100.0,0.29039089334162266,92.85165257494235,0.31957109275056284,92.48501613646842
Caltech101,3,SAM,CMC,Any,1,1000,Model_init_CMC,./checkpoints_SAM/Caltech101_CO/Any_1_N1000/Run3_full_checkpoint.pth,0.010440221827375605,99.96158278908952,0.3282487852517501,91.85242121445042,0.351656057102002,91.51682803135085
Caltech101,3,SAM,CMC,Any,1,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/Caltech101_CO/Any_1_N1000/Run3_full_checkpoint_Resume.pth,0.0034525542650758203,100.0,0.3022353754054575,92.15987701767871,0.3436312017736483,91.10189027201476
Caltech101,1,SAM,CMC,Correct,10,1000,Model_init,./checkpoints_SAM/Caltech101/Run1_full_checkpoint.pth,0.0030879592293099893,100.0,0.278221574851772,92.77478862413528,0.3205337179537026,91.79345320424159
Caltech101,1,SAM,CMC,Correct,10,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run1_full_checkpoint_50.pth,0.0029140460608856945,100.0,0.25835568359913413,93.46656418139892,0.2911525586608809,92.9460580912863
Caltech101,1,SAM,CMC,Correct,10,1000,Model_init_CMC,./checkpoints_SAM/Caltech101_CO/Correct_10_N1000/Run1_full_checkpoint.pth,0.14356653214851986,98.07913945447561,0.5132732132161973,87.77863182167563,0.5841606147913627,86.44536652835409
Caltech101,1,SAM,CMC,Correct,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/Caltech101_CO/Correct_10_N1000/Run1_full_checkpoint_Resume.pth,0.003382801489805773,100.0,0.2865856264007037,93.38970023059186,0.34805258640692277,91.24020285846012
Caltech101,2,SAM,CMC,Correct,10,1000,Model_init,./checkpoints_SAM/Caltech101/Run2_full_checkpoint.pth,0.00474779064313745,100.0,0.24526282837993818,93.23597232897771,0.31327381995263986,92.48501613646842
Caltech101,2,SAM,CMC,Correct,10,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run2_full_checkpoint_50.pth,0.002462890838522248,100.0,0.2683154752422167,92.77478862413528,0.30726330635623483,92.99216228676809
Caltech101,2,SAM,CMC,Correct,10,1000,Model_init_CMC,./checkpoints_SAM/Caltech101_CO/Correct_10_N1000/Run2_full_checkpoint.pth,0.02644447828032995,99.36611601997694,0.254873166689728,93.0053804765565,0.3343262824390054,91.83955739972338
Caltech101,2,SAM,CMC,Correct,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/Caltech101_CO/Correct_10_N1000/Run2_full_checkpoint_Resume.pth,0.00415893812263846,100.0,0.25383744919121404,93.31283627978478,0.32000559134217327,91.88566159520516
Caltech101,3,SAM,CMC,Correct,10,1000,Model_init,./checkpoints_SAM/Caltech101/Run3_full_checkpoint.pth,0.005093365910889161,100.0,0.3111552861615798,92.23674096848578,0.34097934612182496,91.79345320424159
Caltech101,3,SAM,CMC,Correct,10,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run3_full_checkpoint_50.pth,0.0031685391012536267,100.0,0.29039089334162266,92.85165257494235,0.31957109275056284,92.48501613646842
Caltech101,3,SAM,CMC,Correct,10,1000,Model_init_CMC,./checkpoints_SAM/Caltech101_CO/Correct_10_N1000/Run3_full_checkpoint.pth,0.32161952770997415,96.71532846715328,0.6856224628066577,86.39508070714835,0.7230485899896872,86.16874135546335
Caltech101,3,SAM,CMC,Correct,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/Caltech101_CO/Correct_10_N1000/Run3_full_checkpoint_Resume.pth,0.002867391139152236,100.0,0.2983496681394071,92.85165257494235,0.3371752833354138,92.07007837713232
Caltech101,1,SAM,CMC,Any,10,1000,Model_init,./checkpoints_SAM/Caltech101/Run1_full_checkpoint.pth,0.0030879581217767467,100.0,0.278221574851772,92.77478862413528,0.3205337179537026,91.79345320424159
Caltech101,1,SAM,CMC,Any,10,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run1_full_checkpoint_50.pth,0.0029140345360818983,100.0,0.25835568359913413,93.46656418139892,0.2911525586608809,92.9460580912863
Caltech101,1,SAM,CMC,Any,10,1000,Model_init_CMC,./checkpoints_SAM/Caltech101_CO/Any_10_N1000/Run1_full_checkpoint.pth,0.03040944272026139,99.32769880906646,0.3259366814284761,91.6218293620292,0.3565472010617544,90.87136929460581
Caltech101,1,SAM,CMC,Any,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/Caltech101_CO/Any_10_N1000/Run1_full_checkpoint_Resume.pth,0.0038507562230870305,100.0,0.2890958703430133,93.0053804765565,0.3224761684186011,91.97786998616874
Caltech101,2,SAM,CMC,Any,10,1000,Model_init,./checkpoints_SAM/Caltech101/Run2_full_checkpoint.pth,0.004747797987186624,100.0,0.24526282837993818,93.23597232897771,0.31327381995263986,92.48501613646842
Caltech101,2,SAM,CMC,Any,10,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run2_full_checkpoint_50.pth,0.0024628959955018594,100.0,0.2683154752422167,92.77478862413528,0.30726330635623483,92.99216228676809
Caltech101,2,SAM,CMC,Any,10,1000,Model_init_CMC,./checkpoints_SAM/Caltech101_CO/Any_10_N1000/Run2_full_checkpoint.pth,0.03752262366894823,98.82827506723012,0.32289334675791076,91.31437355880092,0.41129400924967974,89.99538958045181
Caltech101,2,SAM,CMC,Any,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/Caltech101_CO/Any_10_N1000/Run2_full_checkpoint_Resume.pth,0.003225906019389223,100.0,0.23219252601094104,94.31206764027671,0.2985387456553111,92.85384970032273
Caltech101,3,SAM,CMC,Any,10,1000,Model_init,./checkpoints_SAM/Caltech101/Run3_full_checkpoint.pth,0.005093361862873944,100.0,0.3111552861615798,92.23674096848578,0.34097934612182496,91.79345320424159
Caltech101,3,SAM,CMC,Any,10,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run3_full_checkpoint_50.pth,0.0031685397153075525,100.0,0.29039089334162266,92.85165257494235,0.31957109275056284,92.48501613646842
Caltech101,3,SAM,CMC,Any,10,1000,Model_init_CMC,./checkpoints_SAM/Caltech101_CO/Any_10_N1000/Run3_full_checkpoint.pth,0.014831348200862826,99.25086438724549,0.32133418839026834,92.00614911606456,0.35221795342027895,91.56293222683264
Caltech101,3,SAM,CMC,Any,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/Caltech101_CO/Any_10_N1000/Run3_full_checkpoint_Resume.pth,0.0030013568924050858,100.0,0.301104314207206,92.92851652574943,0.3370311583734537,91.97786998616874
CIFAR10,1,SAM,CMC,Correct,10,1000,Model_init,./checkpoints_SAM/CIFAR10/Run1_full_checkpoint.pth,0.009494906418025494,99.965,0.16861989274993539,94.41,0.17384849138259886,94.51
CIFAR10,1,SAM,CMC,Correct,10,1000,Model_init_50,./checkpoints_SAM/CIFAR10/Run1_full_checkpoint_50.pth,0.010308279249072076,99.91,0.17096125849504024,94.77,0.1735327918291092,94.3
CIFAR10,1,SAM,CMC,Correct,10,1000,Model_init_CMC,./checkpoints_SAM/CIFAR10_CO/Correct_10_N1000/Run1_full_checkpoint.pth,0.06091943328380585,97.7875,0.2403878265917301,91.73,0.24754323244094847,91.85
CIFAR10,1,SAM,CMC,Correct,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/CIFAR10_CO/Correct_10_N1000/Run1_full_checkpoint_Resume.pth,0.0018232500918209554,100.0,0.15946757412776352,94.98,0.16407851140499116,94.8
CIFAR10,2,SAM,CMC,Correct,10,1000,Model_init,./checkpoints_SAM/CIFAR10/Run2_full_checkpoint.pth,0.002880690923705697,100.0,0.16689312306642531,94.8,0.1520725477695465,95.25
CIFAR10,2,SAM,CMC,Correct,10,1000,Model_init_50,./checkpoints_SAM/CIFAR10/Run2_full_checkpoint_50.pth,0.01219446639418602,99.865,0.1918818435192108,93.67,0.182067125749588,94.05
CIFAR10,2,SAM,CMC,Correct,10,1000,Model_init_CMC,./checkpoints_SAM/CIFAR10_CO/Correct_10_N1000/Run2_full_checkpoint.pth,0.04244932578802109,98.1125,0.20981412358283996,92.85,0.20390998466014862,92.99
CIFAR10,2,SAM,CMC,Correct,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/CIFAR10_CO/Correct_10_N1000/Run2_full_checkpoint_Resume.pth,0.0029336256582289935,100.0,0.1650439020395279,94.81,0.15143730828762053,95.29
CIFAR10,3,SAM,CMC,Correct,10,1000,Model_init,./checkpoints_SAM/CIFAR10/Run3_full_checkpoint.pth,0.0018068415630608796,100.0,0.15316281899511813,95.26,0.14927749938964843,95.26
CIFAR10,3,SAM,CMC,Correct,10,1000,Model_init_50,./checkpoints_SAM/CIFAR10/Run3_full_checkpoint_50.pth,0.014583074916899204,99.8275,0.17998782556056978,93.82,0.1783198486328125,94.08
CIFAR10,3,SAM,CMC,Correct,10,1000,Model_init_CMC,./checkpoints_SAM/CIFAR10_CO/Correct_10_N1000/Run3_full_checkpoint.pth,0.032679724560678004,98.715,0.21475347180366516,93.39,0.21458870096206664,93.17
CIFAR10,3,SAM,CMC,Correct,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/CIFAR10_CO/Correct_10_N1000/Run3_full_checkpoint_Resume.pth,0.0014992428168654442,100.0,0.15173570997714997,95.12,0.14850666575431823,95.16
CIFAR10,1,SAM,CMC,Any,10,1000,Model_init,./checkpoints_SAM/CIFAR10/Run1_full_checkpoint.pth,0.00951162523701787,99.94,0.17393127264901995,94.4,0.17196795530319214,94.29
CIFAR10,1,SAM,CMC,Any,10,1000,Model_init_50,./checkpoints_SAM/CIFAR10/Run1_full_checkpoint_50.pth,0.010485034576058387,99.9,0.16444480505511164,94.68,0.17649579356610776,93.97
CIFAR10,1,SAM,CMC,Any,10,1000,Model_init_CMC,./checkpoints_SAM/CIFAR10_CO/Any_10_N1000/Run1_full_checkpoint.pth,0.06915018165111542,97.89,0.22962213498950004,92.47,0.2354149466753006,91.91
CIFAR10,1,SAM,CMC,Any,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/CIFAR10_CO/Any_10_N1000/Run1_full_checkpoint_Resume.pth,0.003721828904375434,99.995,0.15776147037595512,94.83,0.1626603336572647,94.76
CIFAR10,2,SAM,CMC,Any,10,1000,Model_init,./checkpoints_SAM/CIFAR10/Run2_full_checkpoint.pth,0.0029160287354141473,99.9975,0.16486319279670716,94.62,0.15468488483428955,95.14
CIFAR10,2,SAM,CMC,Any,10,1000,Model_init_50,./checkpoints_SAM/CIFAR10/Run2_full_checkpoint_50.pth,0.012124042674154043,99.875,0.19166667156219483,93.74,0.1819106833934784,93.97
CIFAR10,2,SAM,CMC,Any,10,1000,Model_init_CMC,./checkpoints_SAM/CIFAR10_CO/Any_10_N1000/Run2_full_checkpoint.pth,0.07172389379739762,98.9,0.25759153318405154,92.36,0.24992975845336915,92.67
CIFAR10,2,SAM,CMC,Any,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/CIFAR10_CO/Any_10_N1000/Run2_full_checkpoint_Resume.pth,0.0015154976444318891,100.0,0.16252866648435593,94.99,0.15748560807704926,95.11
CIFAR10,3,SAM,CMC,Any,10,1000,Model_init,./checkpoints_SAM/CIFAR10/Run3_full_checkpoint.pth,0.0017870323680341245,100.0,0.15181931966543197,95.23,0.15030444264411927,95.29
CIFAR10,3,SAM,CMC,Any,10,1000,Model_init_50,./checkpoints_SAM/CIFAR10/Run3_full_checkpoint_50.pth,0.014014900221675635,99.8525,0.17408392579555512,94.19,0.17809662754535674,94.12
CIFAR10,3,SAM,CMC,Any,10,1000,Model_init_CMC,./checkpoints_SAM/CIFAR10_CO/Any_10_N1000/Run3_full_checkpoint.pth,0.03855096402317285,98.7875,0.19101047902107238,93.66,0.1983893435239792,93.33
CIFAR10,3,SAM,CMC,Any,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/CIFAR10_CO/Any_10_N1000/Run3_full_checkpoint_Resume.pth,0.0009613070315681398,100.0,0.1495203439474106,95.44,0.15420403780937195,95.38
office31,11,AWP,S,,0,0,Model_init,./checkpoints_AWP/office31/Run11_full_checkpoint.pth,0.019042905043829716,99.33444259567388,0.7544949004240334,79.77777777777777,0.8710623407872066,77.797513321492
office31,11,AWP,S,,0,0,Model_init_50,./checkpoints_AWP/office31/Run11_full_checkpoint_50.pth,0.005640777645179231,99.83361064891847,0.7861144307297137,80.66666666666667,0.870984870841194,77.44227353463587
office31,12,AWP,S,,0,0,Model_init,./checkpoints_AWP/office31/Run12_full_checkpoint.pth,0.02002811424633828,99.2789794786467,0.9834324946337276,75.77777777777777,1.0352911858109768,74.95559502664298
office31,12,AWP,S,,0,0,Model_init_50,./checkpoints_AWP/office31/Run12_full_checkpoint_50.pth,0.009425559774124726,99.61175818080976,1.0019361858111289,75.11111111111111,1.0480481705911207,75.66607460035524
CIFAR10,4,SAM,CMC,Correct,10,1000,Model_init,./checkpoints_SAM/CIFAR10/Run4_full_checkpoint.pth,0.20117129526138305,93.63,0.30433022334575655,89.52,0.3210818657398224,89.41
office31,13,AWP,S,,0,0,Model_init,./checkpoints_AWP/office31/Run13_full_checkpoint.pth,0.005912773416641556,99.88907376594564,0.8210518190595839,77.77777777777777,0.8523401640236483,77.97513321492008
office31,13,AWP,S,,0,0,Model_init_50,./checkpoints_AWP/office31/Run13_full_checkpoint_50.pth,0.003033566587210462,99.88907376594564,0.8585660955641005,78.0,0.8959114138652334,78.86323268206039
CIFAR10,4,SAM,CMC,Correct,10,1000,Model_init_50,./checkpoints_SAM/CIFAR10/Run4_full_checkpoint_50.pth,0.0018222881000488998,100.0,0.14096375290974975,95.71,0.16256981296539308,95.07
CIFAR10,4,SAM,CMC,Any,10,1000,Model_init,./checkpoints_SAM/CIFAR10/Run4_full_checkpoint.pth,0.20289351090192795,93.4925,0.3068270188808441,89.5,0.31900047121047975,89.16
CIFAR10,4,SAM,CMC,Any,10,1000,Model_init_50,./checkpoints_SAM/CIFAR10/Run4_full_checkpoint_50.pth,0.0018488658655434846,100.0,0.14295199979245662,95.71,0.16105314283370972,94.9
CIFAR10,4,SAM,CMC,Any,10,1000,Model_init_CMC,./checkpoints_SAM/CIFAR10_CO/Any_10_N1000/Run4_full_checkpoint.pth,1.572546388244629,82.435,1.5990109184265138,79.06,1.6019389589309692,78.9
CIFAR10,4,SAM,CMC,Any,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/CIFAR10_CO/Any_10_N1000/Run4_full_checkpoint_Resume.pth,0.18266175700426102,93.9325,0.29452254724502563,90.18,0.3103393528461456,89.46
