Using device: cuda
Epoch [1/300], Train Loss: 2.1198, Train Acc: 26.19%
Epoch [68/300], Train Loss: 0.3090, Train Acc: 89.46%
Epoch [69/300], Train Loss: 0.3123, Train Acc: 89.27%
Epoch [70/300], Train Loss: 0.3026, Train Acc: 89.44%
Epoch [71/300], Train Loss: 0.3191, Train Acc: 89.11%
Epoch [72/300], Train Loss: 0.3097, Train Acc: 89.34%
Epoch [73/300], Train Loss: 0.3120, Train Acc: 89.34%
Epoch [74/300], Train Loss: 0.3067, Train Acc: 89.53%
Epoch [75/300], Train Loss: 0.3084, Train Acc: 89.63%
Epoch [76/300], Train Loss: 0.3102, Train Acc: 89.48%
Epoch [77/300], Train Loss: 0.3074, Train Acc: 89.49%
Epoch [78/300], Train Loss: 0.3092, Train Acc: 89.48%
Epoch [79/300], Train Loss: 0.3041, Train Acc: 89.66%
Epoch [80/300], Train Loss: 0.3056, Train Acc: 89.65%
Epoch [81/300], Train Loss: 0.3032, Train Acc: 89.64%
Epoch [82/300], Train Loss: 0.3056, Train Acc: 89.57%
Epoch [83/300], Train Loss: 0.3036, Train Acc: 89.55%
Epoch [84/300], Train Loss: 0.3102, Train Acc: 89.39%
Epoch [85/300], Train Loss: 0.2957, Train Acc: 89.90%
Epoch [86/300], Train Loss: 0.3029, Train Acc: 89.58%
Epoch [87/300], Train Loss: 0.3045, Train Acc: 89.57%
Epoch [88/300], Train Loss: 0.3048, Train Acc: 89.66%
Epoch [89/300], Train Loss: 0.3082, Train Acc: 89.45%
Epoch [90/300], Train Loss: 0.3045, Train Acc: 89.56%
Epoch [91/300], Train Loss: 0.2979, Train Acc: 89.88%
Epoch [92/300], Train Loss: 0.3047, Train Acc: 89.68%
Epoch [93/300], Train Loss: 0.3031, Train Acc: 89.53%
Epoch [94/300], Train Loss: 0.3029, Train Acc: 89.75%
Epoch [95/300], Train Loss: 0.2954, Train Acc: 89.91%
Epoch [96/300], Train Loss: 0.2986, Train Acc: 89.94%
Epoch [97/300], Train Loss: 0.3010, Train Acc: 89.72%
Epoch [98/300], Train Loss: 0.3002, Train Acc: 89.78%
Epoch [99/300], Train Loss: 0.3035, Train Acc: 89.58%
Epoch [100/300], Train Loss: 0.2959, Train Acc: 89.94%
Epoch [101/300], Train Loss: 0.2937, Train Acc: 90.05%
Epoch [102/300], Train Loss: 0.2994, Train Acc: 89.77%
Epoch [103/300], Train Loss: 0.3007, Train Acc: 89.61%
Epoch [104/300], Train Loss: 0.2958, Train Acc: 89.90%
Epoch [105/300], Train Loss: 0.2984, Train Acc: 89.99%
Epoch [106/300], Train Loss: 0.3026, Train Acc: 89.77%
Epoch [107/300], Train Loss: 0.3059, Train Acc: 89.69%
Epoch [108/300], Train Loss: 0.2980, Train Acc: 89.84%
Epoch [109/300], Train Loss: 0.2991, Train Acc: 89.93%
Epoch [110/300], Train Loss: 0.2969, Train Acc: 89.91%
Epoch [111/300], Train Loss: 0.3022, Train Acc: 89.83%
Epoch [112/300], Train Loss: 0.2988, Train Acc: 89.66%
Epoch [113/300], Train Loss: 0.2908, Train Acc: 90.07%
Epoch [114/300], Train Loss: 0.2974, Train Acc: 90.01%
Epoch [115/300], Train Loss: 0.3013, Train Acc: 89.72%
Epoch [116/300], Train Loss: 0.2924, Train Acc: 90.01%
Epoch [117/300], Train Loss: 0.2914, Train Acc: 90.08%
Epoch [118/300], Train Loss: 0.2954, Train Acc: 89.97%
Epoch [119/300], Train Loss: 0.2941, Train Acc: 90.01%
Epoch [120/300], Train Loss: 0.2895, Train Acc: 90.19%
Epoch [121/300], Train Loss: 0.2947, Train Acc: 90.11%
Epoch [122/300], Train Loss: 0.2961, Train Acc: 89.91%
Epoch [123/300], Train Loss: 0.2944, Train Acc: 89.89%
Epoch [124/300], Train Loss: 0.2878, Train Acc: 90.25%
Epoch [125/300], Train Loss: 0.2993, Train Acc: 89.86%
Epoch [126/300], Train Loss: 0.2930, Train Acc: 89.92%
Epoch [127/300], Train Loss: 0.2984, Train Acc: 89.79%
Epoch [128/300], Train Loss: 0.3010, Train Acc: 89.72%
Epoch [129/300], Train Loss: 0.2908, Train Acc: 90.26%
Epoch [130/300], Train Loss: 0.2912, Train Acc: 90.05%
Epoch [131/300], Train Loss: 0.2935, Train Acc: 89.92%
Epoch [132/300], Train Loss: 0.2963, Train Acc: 89.89%
Epoch [133/300], Train Loss: 0.2985, Train Acc: 90.01%
Epoch [134/300], Train Loss: 0.2980, Train Acc: 89.82%
Epoch [135/300], Train Loss: 0.2989, Train Acc: 89.80%
Epoch [136/300], Train Loss: 0.2923, Train Acc: 89.97%
Epoch [137/300], Train Loss: 0.2962, Train Acc: 89.88%
Epoch [138/300], Train Loss: 0.2882, Train Acc: 90.37%
Epoch [139/300], Train Loss: 0.2915, Train Acc: 90.13%
Epoch [140/300], Train Loss: 0.2950, Train Acc: 90.06%
Epoch [141/300], Train Loss: 0.2954, Train Acc: 89.85%
Epoch [142/300], Train Loss: 0.2954, Train Acc: 89.97%
Epoch [143/300], Train Loss: 0.2931, Train Acc: 89.84%
Epoch [144/300], Train Loss: 0.2873, Train Acc: 90.22%
Epoch [145/300], Train Loss: 0.2901, Train Acc: 90.11%
Epoch [146/300], Train Loss: 0.2859, Train Acc: 90.27%
Epoch [147/300], Train Loss: 0.2971, Train Acc: 89.86%
Epoch [148/300], Train Loss: 0.2895, Train Acc: 90.11%
Epoch [149/300], Train Loss: 0.2937, Train Acc: 90.15%
Epoch [150/300], Train Loss: 0.2904, Train Acc: 89.94%
Epoch [151/300], Train Loss: 0.1517, Train Acc: 95.01%
Epoch [152/300], Train Loss: 0.1021, Train Acc: 96.58%
Epoch [153/300], Train Loss: 0.0793, Train Acc: 97.33%
Epoch [154/300], Train Loss: 0.0705, Train Acc: 97.70%
Epoch [155/300], Train Loss: 0.0612, Train Acc: 98.01%
Epoch [156/300], Train Loss: 0.0529, Train Acc: 98.32%
Epoch [157/300], Train Loss: 0.0466, Train Acc: 98.53%
Epoch [158/300], Train Loss: 0.0437, Train Acc: 98.60%
Epoch [159/300], Train Loss: 0.0361, Train Acc: 98.89%
Epoch [160/300], Train Loss: 0.0346, Train Acc: 98.91%
Epoch [161/300], Train Loss: 0.0307, Train Acc: 99.04%
Epoch [162/300], Train Loss: 0.0305, Train Acc: 99.03%
Epoch [163/300], Train Loss: 0.0263, Train Acc: 99.17%
Epoch [164/300], Train Loss: 0.0249, Train Acc: 99.32%
Early stopping at epoch 164. Best was epoch 154 (val_loss=0.2277).
Restored best model from epoch 154.
Test Accuracy: 92.70%
Loaded model for run 2 from checkpoint.
Saved FC inputs for run 2.
Loaded inputs for Gurobi optimization.
Set parameter Username
Set parameter LicenseID to value 2677321
Academic license - for non-commercial use only - expires 2026-06-11
Size of X: (40000, 512)
Size of W: (10, 512)
Size of b: (10,)
Mismatch:  0
Set parameter TimeLimit to value 600
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (linux64 - "Ubuntu 18.04.6 LTS")

CPU model: Intel(R) Core(TM) i7-8700K CPU @ 3.70GHz, instruction set [SSE2|AVX|AVX2]
Thread count: 6 physical cores, 12 logical processors, using up to 12 threads

Non-default parameters:
TimeLimit  600

Optimize a model with 760000 rows, 405130 columns and 179194990 nonzeros
Model fingerprint: 0x6e143563
Coefficient statistics:
  Matrix range     [5e-09, 4e+00]
  Objective range  [1e+00, 1e+00]
  Bounds range     [0e+00, 0e+00]
  RHS range        [2e-06, 2e+01]
Presolve removed 0 rows and 0 columns (presolve time = 7s)...
Presolve removed 0 rows and 0 columns (presolve time = 14s)...
Presolve removed 0 rows and 0 columns (presolve time = 21s)...
Presolve removed 10000 rows and 10000 columns (presolve time = 35s)...
Presolve removed 50000 rows and 50000 columns (presolve time = 45s)...
Presolve removed 90000 rows and 90000 columns (presolve time = 57s)...
Presolve removed 130000 rows and 130000 columns (presolve time = 69s)...
Presolve removed 170000 rows and 170000 columns (presolve time = 83s)...
Presolve removed 210000 rows and 210000 columns (presolve time = 97s)...
Presolve removed 250000 rows and 250000 columns (presolve time = 113s)...
Presolve removed 290000 rows and 290000 columns (presolve time = 130s)...
Presolve removed 300000 rows and 300000 columns (presolve time = 130s)...
Presolve removed 330000 rows and 330000 columns (presolve time = 148s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 172s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 219s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 222s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 225s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 230s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 236s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 240s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 245s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 255s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 255s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 265s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 265s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 279s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 280s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 290s)...
Presolve removed 360000 rows and 360000 columns (presolve time = 781s)...
Presolve removed 360000 rows and 360000 columns
Presolve time: 783.07s

Stopped in 0 iterations and 783.07 seconds (257.83 work units)
Time limit reached
No solution found.
Gurobi did not find a solution.
Size of X: (1000, 512)
Size of W: (10, 512)
Size of b: (10,)
Mismatch:  0
Set parameter TimeLimit to value 600
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (linux64 - "Ubuntu 18.04.6 LTS")

CPU model: Intel(R) Core(TM) i7-8700K CPU @ 3.70GHz, instruction set [SSE2|AVX|AVX2]
Thread count: 6 physical cores, 12 logical processors, using up to 12 threads

Non-default parameters:
TimeLimit  600

Optimize a model with 23374 rows, 31100 columns and 4503176 nonzeros
Model fingerprint: 0xd2375427
Model has 17712 simple general constraints
  17712 INDICATOR
Variable types: 20260 continuous, 10840 integer (10840 binary)
Coefficient statistics:
  Matrix range     [7e-08, 9e+00]
  Objective range  [1e+00, 1e+00]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e-05, 2e+01]
  GenCon rhs range [1e-05, 1e-05]
  GenCon coe range [1e+00, 1e+00]
Presolve removed 1145 rows and 1144 columns (presolve time = 5s)...
Presolve added 25423 rows and 25424 columns
Presolve time: 5.80s
Presolved: 48797 rows, 56524 columns, 4565622 nonzeros
Presolved model has 17712 SOS constraint(s)
Variable types: 37828 continuous, 18696 integer (18696 binary)
Deterministic concurrent LP optimizer: primal simplex, dual simplex, and barrier
Showing barrier log only...

Root barrier log...

Ordering time: 0.02s

Barrier performed 0 iterations in 6.49 seconds (7.57 work units)
Barrier solve interrupted - model solved by another algorithm

Concurrent spin time: 0.00s

Solved with dual simplex

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
    3954    0.0000000e+00   0.000000e+00   0.000000e+00      7s

Root relaxation: objective 0.000000e+00, 3954 iterations, 0.64 seconds (1.44 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0    0.00000    0    9          -    0.00000      -     -    6s
     0     0    0.00000    0    9          -    0.00000      -     -   28s
     0     2    0.00000    0    9          -    0.00000      -     -   85s
     1     4    0.00000    1    8          -    0.00000      -   0.0  153s
     5     8   10.99170    2    7          -    0.00000      -  5161  177s
    11    14   10.67309    3    6          -    0.00000      -  3434  192s
    13    27    0.00000    4    5          -    0.00000      -  3290  218s
*   22    27               6      24.6426029    0.00000   100%  2322  218s
    28    32   13.45518    6    1   24.64260    0.00000   100%  2180  252s
*   33    32               6      22.9217657    0.00000   100%  2204  263s
    35    36    0.00000    6    3   22.92177    0.00000   100%  2078  290s
*   41    36               7      20.9376832    0.00000   100%  1774  301s
*   45    36               7      18.8272494    0.00000   100%  1728  312s
    47    29    1.81591    8    1   18.82725    0.00000   100%  1810  341s
*   48    29               9       1.8159068    0.00000   100%  1772  353s
    66    16     cutoff    5         1.81591    0.00000   100%  1478  368s
    81    14    0.00000   11    1    1.81591    0.00000   100%  1465  384s
    87    17    0.00000   13    1    1.81591    0.00000   100%  1503  402s
    94    22    0.00000   18    1    1.81591    0.00000   100%  1391  426s
    99    30     cutoff   21         1.81591    0.00000   100%  1324  459s
   111    31    0.00000   33    1    1.81591    0.00000   100%  1185  516s
   114    49    0.00000   35    1    1.81591    0.00000   100%  1154  581s
   136    51    0.00000   55    1    1.81591    0.00000   100%   968  600s

Explored 138 nodes (135563 simplex iterations) in 600.28 seconds (1428.38 work units)
Thread count was 12 (of 12 available processors)

Solution count 5: 1.81591 18.8272 20.9377 ... 24.6426

Time limit reached
Best objective 1.815906807061e+00, best bound 0.000000000000e+00, gap 100.0000%
Total misclassified samples: 1
[Run 2 cand 1] val_acc=92.9100 test_acc=0.9284 time=698.0s
Size of X: (1000, 512)
Size of W: (10, 512)
Size of b: (10,)
Mismatch:  0
Set parameter TimeLimit to value 600
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (linux64 - "Ubuntu 18.04.6 LTS")

CPU model: Intel(R) Core(TM) i7-8700K CPU @ 3.70GHz, instruction set [SSE2|AVX|AVX2]
Thread count: 6 physical cores, 12 logical processors, using up to 12 threads

Non-default parameters:
TimeLimit  600

Optimize a model with 30164 rows, 21400 columns and 4516656 nonzeros
Model fingerprint: 0xc0251f3c
Model has 252 simple general constraints
  252 INDICATOR
Variable types: 20260 continuous, 1140 integer (1140 binary)
Coefficient statistics:
  Matrix range     [4e-08, 9e+00]
  Objective range  [1e+00, 1e+00]
  Bounds range     [1e+00, 1e+00]
  RHS range        [2e-06, 2e+01]
  GenCon rhs range [1e-05, 1e-05]
  GenCon coe range [1e+00, 1e+00]
Presolve removed 9875 rows and 9874 columns (presolve time = 5s)...
Presolve removed 9497 rows and 9496 columns
Presolve time: 9.79s
Presolved: 20667 rows, 11904 columns, 4492772 nonzeros
Presolved model has 252 SOS constraint(s)
Variable types: 11638 continuous, 266 integer (266 binary)
Deterministic concurrent LP optimizer: primal and dual simplex
Showing primal log only...


Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
       0    0.0000000e+00   1.190538e+04   2.399503e+11     29s
    1931    0.0000000e+00   0.000000e+00   0.000000e+00     30s
    2959    0.0000000e+00   0.000000e+00   0.000000e+00     36s
    3446    0.0000000e+00   0.000000e+00   0.000000e+00     41s
    3669    0.0000000e+00   0.000000e+00   0.000000e+00     46s
    3976    0.0000000e+00   0.000000e+00   0.000000e+00     52s
    4222    0.0000000e+00   0.000000e+00   0.000000e+00     56s
    4504    0.0000000e+00   0.000000e+00   0.000000e+00     62s
Concurrent spin time: 0.29s

Solved with dual simplex

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   13376    0.0000000e+00   0.000000e+00   0.000000e+00     62s

Root relaxation: objective 0.000000e+00, 13376 iterations, 35.49 seconds (100.21 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0    0.00000    0    9          -    0.00000      -     -   62s
H    0     0                      20.3216089    0.00000   100%     -   74s
     0     0    0.00000    0    9   20.32161    0.00000   100%     -   84s
     0     2    0.00000    0    9   20.32161    0.00000   100%     -  177s
     1     4    0.00000    1    8   20.32161    0.00000   100%   0.0  184s
     5     8    9.25000    2    6   20.32161    0.00000   100%  3006  217s
    11    14   10.57981    3    5   20.32161    0.00000   100%  2824  241s
    13    20    0.00000    4    5   20.32161    0.00000   100%  2807  257s
*   21    20               5      18.9497725    0.00000   100%  1911  263s
*   22    20               6      17.7121621    0.00000   100%  1845  269s
*   23    20               6      17.4861007    0.00000   100%  1765  269s
*   28    20               5      17.3785059    0.00000   100%  1561  269s
*   29    20               6      16.3943756    0.00000   100%  1524  275s
*   30    20               6      16.3304945    0.00000   100%  1474  275s
    31    22    7.64245    6    2   16.33049    0.00000   100%  1458  285s
*   32    22               6      14.6037788    0.00000   100%  1443  291s
*   33    22               6      12.6867831    0.00000   100%  1438  297s
    39    20    7.64245    7    1   12.68678    0.00000   100%  1266  315s
*   40    20               8       7.6424494    0.00000   100%  1234  320s
    51     7    0.00000    8    1    7.64245    0.00000   100%  1186  334s
*   53     7               9       0.5039166    0.00000   100%  1152  340s
    66     5    0.00000   10    1    0.50392    0.00000   100%  1466  358s
    70     5    0.00000   11    1    0.50392    0.00000   100%  1382  373s
    72     5    0.00000   12    1    0.50392    0.00000   100%  1344  388s
    74     6    0.00000   13    1    0.50392    0.00000   100%  1307  404s
    77     7    0.00000   15    1    0.50392    0.00000   100%  1256  426s
    80     9    0.00000   17    1    0.50392    0.00000   100%  1209  451s
    82    13    0.00000   19    1    0.50392    0.00000   100%  1180  469s
    88    15    0.00000   24    1    0.50392    0.00000   100%  1100  507s
    90    23    0.00000   26    1    0.50392    0.00000   100%  1075  546s
   102    23    0.00000   36    1    0.50392    0.00000   100%   949  600s

Explored 108 nodes (131028 simplex iterations) in 600.15 seconds (1656.40 work units)
Thread count was 12 (of 12 available processors)

Solution count 10: 0.503917 7.64245 12.6868 ... 18.9498

Time limit reached
Best objective 5.039166146702e-01, best bound 0.000000000000e+00, gap 100.0000%
Total misclassified samples: 1
[Run 2 cand 2] val_acc=92.5500 test_acc=0.9275 time=696.2s
Size of X: (1000, 512)
Size of W: (10, 512)
Size of b: (10,)
Mismatch:  0
Set parameter TimeLimit to value 600
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (linux64 - "Ubuntu 18.04.6 LTS")

CPU model: Intel(R) Core(TM) i7-8700K CPU @ 3.70GHz, instruction set [SSE2|AVX|AVX2]
Thread count: 6 physical cores, 12 logical processors, using up to 12 threads

Non-default parameters:
TimeLimit  600

Optimize a model with 23262 rows, 31260 columns and 4520100 nonzeros
Model fingerprint: 0x9bf8ec15
Model has 18000 simple general constraints
  18000 INDICATOR
Variable types: 20260 continuous, 11000 integer (11000 binary)
Coefficient statistics:
  Matrix range     [1e-08, 9e+00]
  Objective range  [1e+00, 1e+00]
  Bounds range     [1e+00, 1e+00]
  RHS range        [3e-05, 2e+01]
  GenCon rhs range [1e-05, 1e-05]
  GenCon coe range [1e+00, 1e+00]
Presolve added 25999 rows and 26000 columns
Presolve time: 4.56s
Presolved: 49261 rows, 57260 columns, 4583970 nonzeros
Presolved model has 18000 SOS constraint(s)
Variable types: 38260 continuous, 19000 integer (19000 binary)
Deterministic concurrent LP optimizer: primal simplex, dual simplex, and barrier
Showing barrier log only...

Root barrier log...

Ordering time: 0.00s

Barrier statistics:
 AA' NZ     : 0.000e+00
 Factor NZ  : 1.000e+00
 Factor Ops : 1.000e+00 (less than 1 second per iteration)
 Threads    : 1

Barrier performed 0 iterations in 5.13 seconds (6.07 work units)
Barrier solve interrupted - model solved by another algorithm

Concurrent spin time: 0.00s

Solved with dual simplex

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
       0    0.0000000e+00   0.000000e+00   0.000000e+00      5s

Root relaxation: objective 0.000000e+00, 0 iterations, 0.57 seconds (0.98 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

H    0     0                      37.3254425    0.00000   100%     -    6s
     0     0    0.00000    0    9   37.32544    0.00000   100%     -   13s
     0     2    0.00000    0    9   37.32544    0.00000   100%     -   17s
     7    14    0.00000    3    6   37.32544    0.00000   100%  10.4   20s
*   34    36               6      33.2780918    0.00000   100%  11.2   33s
    43    48    0.00000    7    2   33.27809    0.00000   100%  10.0   35s
*   57    52               8      24.3216553    0.00000   100%  10.1   48s
*   59    52               8      22.8196255    0.00000   100%  10.2   59s
*   63    52               8      21.5595674    0.00000   100%   9.9   70s
*   68    43               9       8.2994493    0.00000   100%   9.6   84s
    90    19    0.00000   11    1    8.29945    0.00000   100%   8.3   85s
   162     2     cutoff   29         8.29945    0.00000   100%   5.3   90s
   203     2     cutoff   50         8.29945    0.00000   100%   4.9   95s
   237     9    0.00000   64    1    8.29945    0.00000   100%   4.8  100s
   265     2    0.00000   78    1    8.29945    0.00000   100%   4.6  105s
*  276     3              84       6.6901378    0.00000   100%   4.6  118s
*  279     3              86       5.3550952    0.00000   100%   4.6  129s
*  285     2              86       4.3334049    0.00000   100%   4.6  141s
*  286     2              86       4.0858877    0.00000   100%   4.6  152s
*  289     1              89       1.3984098    0.00000   100%   4.6  164s
   292     3    0.00000   90    1    1.39841    0.00000   100%   4.6  165s
   310    12     cutoff  100         1.39841    0.00000   100%   4.4  170s
*  312    12             104       1.0294744    0.00000   100%   4.4  181s
*  314    12             101       0.9018405    0.00000   100%   4.4  192s
   353     2     cutoff  127         0.90184    0.00000   100%   4.3  195s
   403     2     cutoff  135         0.90184    0.00000   100%   4.3  200s
   449     2     cutoff  176         0.90184    0.00000   100%   4.1  205s
   487     1    0.00000  188    1    0.90184    0.00000   100%   4.1  211s
   503     2    0.00000  196    1    0.90184    0.00000   100%   4.1  215s
   550     1     cutoff  209         0.90184    0.00000   100%   4.1  220s
   573     7    0.00000  231    1    0.90184    0.00000   100%   4.0  230s
   597     2     cutoff  243         0.90184    0.00000   100%   4.0  235s
   619    22     cutoff  254         0.90184    0.00000   100%   4.0  240s
   726    30     cutoff  320         0.90184    0.00000   100%   3.9  245s
   877    39     cutoff  399         0.90184    0.00000   100%   3.8  251s
   962     4     cutoff  432         0.90184    0.00000   100%   3.8  255s
   993     6    0.00000  441    1    0.90184    0.00000   100%   3.8  260s
  1038    41     cutoff  480         0.90184    0.00000   100%   3.8  265s
  1157     2     cutoff  498         0.90184    0.00000   100%   3.8  271s
  1201    47     cutoff  558         0.90184    0.00000   100%   3.7  276s
* 1343    55             599       0.8048383    0.00000   100%   3.7  290s
  1435    20     cutoff  691         0.80484    0.00000   100%   3.7  296s
  1510    52    0.00000  701    1    0.80484    0.00000   100%   3.7  301s
  1658    76     cutoff  805         0.80484    0.00000   100%   3.6  306s
* 1681    76             770       0.4399144    0.00000   100%   3.7  318s
  1759    26     cutoff  861         0.43991    0.00000   100%   3.6  321s
  1861    64     cutoff  878         0.43991    0.00000   100%   3.7  326s
  1931    59     cutoff  941         0.43991    0.00000   100%   3.6  331s
  2026    11     cutoff  986         0.43991    0.00000   100%   3.6  335s
  2116     2     cutoff 1003         0.43991    0.00000   100%   3.7  357s
  2131     2     cutoff 1010         0.43991    0.00000   100%   3.7  364s
  2133     3     cutoff 1011         0.43991    0.00000   100%   3.7  367s
  2154     5     cutoff 1022         0.43991    0.00000   100%   3.7  386s
  2179     8    0.00000 1034    1    0.43991    0.00000   100%   3.7  408s
  2187    27     cutoff 1037         0.43991    0.00000   100%   3.7  428s
  2220     5     cutoff 1067         0.43991    0.00000   100%   3.7  431s
  2258     2    0.00000 1075    1    0.43991    0.00000   100%   3.7  445s
  2342    18     cutoff 1149         0.43991    0.00000   100%   3.6  463s
  2403     4     cutoff 1154         0.43991    0.00000   100%   3.7  466s
  2419     2     cutoff 1155         0.43991    0.00000   100%   3.7  473s
  2423    82     cutoff 1156         0.43991    0.00000   100%   3.7  475s
