Dataset,Row,Col,Type,Tr_Acc,Val_Acc,Tr_loss,Val_loss
analcatdata_lawsuit.csv,264,4,TrainA,0.9282700421940928,0.9259259259259259,0.08311203122138977,0.09599161893129349
analcatdata_michiganacc.csv,108,3,TrainA,0.4329896907216495,0.6363636363636364,0.7065806984901428,0.6681715250015259
analcatdata_neavote.csv,100,2,TrainA,0.9222222222222223,1.0,0.2558886706829071,0.1332087218761444
analcatdata_boxing1.csv,120,3,TrainA,0.6296296296296297,0.5,0.6293326616287231,0.6658781170845032
analcatdata_boxing2.csv,132,3,TrainA,0.5338983050847458,0.5714285714285714,0.6930280923843384,0.6763521432876587
analcatdata_challenger.csv,138,2,TrainA,0.9274193548387096,1.0,0.2377518117427826,0.08851256221532822
analcatdata_chlamydia.csv,100,3,TrainA,0.8111111111111111,0.8,0.24876710772514343,0.43466195464134216
analcatdata_creditscore.csv,100,6,TrainA,0.9,0.9,0.18918724358081818,0.18828877806663513
analcatdata_reviewer.csv,274,1,TrainA,0.6341463414634146,0.6071428571428571,0.6634674072265625,0.6432434320449829
analcatdata_seropositive.csv,132,3,TrainA,0.9576271186440678,0.9285714285714286,0.1717081367969513,0.2014695405960083
analcatdata_vineyard.csv,468,3,TrainA,0.5676959619952494,0.44680851063829785,0.6806602478027344,0.7035838961601257
analcatdata_wildcat.csv,163,5,TrainA,0.7602739726027398,0.6470588235294118,0.42403358221054077,0.47242945432662964
appendicitis.csv,106,7,TrainA,0.8105263157894737,0.7272727272727273,0.39062246680259705,0.44924840331077576
ar1.csv,121,29,TrainA,0.9259259259259259,0.9230769230769231,0.2531597316265106,0.32145956158638
ar4.csv,107,29,TrainA,0.84375,0.6363636363636364,0.3540678918361664,0.5110968947410583
ar6.csv,101,29,TrainA,0.8666666666666667,0.7272727272727273,0.3371306359767914,18.42051124572754
arsenic-female-bladder.csv,559,4,TrainA,0.856858846918489,0.8571428571428571,0.33662956953048706,0.298249214887619
arsenic-female-lung.csv,559,4,TrainA,0.9880715705765407,0.9821428571428571,0.05212513729929924,0.06406955420970917
arsenic-male-bladder.csv,559,4,TrainA,0.9801192842942346,0.9821428571428571,0.09793932735919952,0.08941330760717392
arsenic-male-lung.csv,559,4,TrainA,1.0,1.0,0.0018696591723710299,0.0018053867388516665
autoPrice.csv,159,15,TrainA,0.993006993006993,0.9375,0.07426023483276367,0.2701842784881592
autoUniv-au1-1000.csv,1000,20,TrainA,0.7422222222222222,0.73,0.5072373151779175,0.5332897305488586
auto_price.csv,159,15,TrainA,1.0,0.9375,0.08145564049482346,0.2213428020477295
backache.csv,180,31,TrainA,0.8641975308641975,0.8333333333333334,0.3151915967464447,0.4587298631668091
badges2.csv,294,10,TrainA,0.9962121212121212,1.0,0.00443069776520133,0.00025689342874102294
balance-scale.csv,625,4,TrainA,0.9519572953736655,0.9523809523809523,0.2213800996541977,0.25653353333473206
blogger.csv,100,5,TrainA,0.6555555555555556,0.9,0.5901607275009155,0.47028475999832153
blood-transfusion-service-center.csv,748,4,TrainA,0.7711738484398217,0.8,0.4901992380619049,0.4491865932941437
bodyfat.csv,252,14,TrainA,1.0,1.0,0.09438026696443558,0.1390058398246765
boston.csv,506,13,TrainA,0.8879120879120879,0.9411764705882353,0.3024962842464447,0.2362784594297409
boston_corrected.csv,506,20,TrainA,0.8835164835164835,0.9215686274509803,0.27599841356277466,0.27256831526756287
breast-cancer-dropped-missing-attributes-values.csv,277,9,TrainA,0.7670682730923695,0.7857142857142857,0.48886314034461975,0.48239579796791077
breast.csv,699,10,TrainA,0.9713831478537361,0.9714285714285714,0.10322290658950806,0.08562731742858887
breast_cancer.csv,286,9,TrainA,0.6926070038910506,0.7931034482758621,0.5703152418136597,0.48485079407691956
breast_w.csv,699,9,TrainA,0.9713831478537361,0.9714285714285714,0.09104076772928238,0.07429897785186768
buggyCrx.csv,690,15,TrainA,0.8711755233494364,0.8985507246376812,0.34708625078201294,0.34506115317344666
bupa.csv,345,5,TrainA,0.6096774193548387,0.5142857142857142,0.6756091117858887,0.692356288433075
chatfield_4.csv,235,12,TrainA,0.919431279620853,0.9583333333333334,0.22735564410686493,0.21208028495311737
chscase_census2.csv,400,7,TrainA,0.5638888888888889,0.575,0.6816481351852417,0.6847120523452759
chscase_census3.csv,400,7,TrainA,0.5638888888888889,0.525,0.6849823594093323,0.6945720911026001
chscase_census4.csv,400,7,TrainA,0.5222222222222223,0.45,0.6922729015350342,0.6961490511894226
chscase_census5.csv,400,7,TrainA,0.5444444444444444,0.425,0.6907612681388855,0.7098067402839661
chscase_census6.csv,400,6,TrainA,0.6027777777777777,0.65,0.6714566349983215,0.6592485904693604
chscase_funds.csv,185,2,TrainA,0.6987951807228916,0.5789473684210527,0.57009357213974,0.6422481536865234
chscase_geyser1.csv,222,2,TrainA,0.8994974874371859,0.9565217391304348,0.2935258448123932,0.21511685848236084
chscase_vine2.csv,468,2,TrainA,0.43942992874109266,0.574468085106383,0.6930721998214722,0.6909163594245911
corral.csv,160,6,TrainA,1.0,1.0,0.15207821130752563,0.11937469244003296
cpu.csv,209,7,TrainA,0.9946808510638298,1.0,0.09226127713918686,0.15590313076972961
credit-g.csv,1000,20,TrainA,0.7788888888888889,0.78,0.4774702191352844,0.45020991563796997
clean1.csv,476,168,TrainA,0.9976635514018691,1.0,0.008004707284271717,0.023333949968218803
cleve.csv,303,13,TrainA,0.8455882352941176,0.9354838709677419,0.3824356496334076,0.2689918875694275
climate-model-simulation-crashes.csv,540,20,TrainA,0.9135802469135802,0.9259259259259259,0.1336102932691574,0.15859724581241608
cloud.csv,108,7,TrainA,0.7010309278350515,0.7272727272727273,0.6375861167907715,0.6086323857307434
diggle_table_a2.csv,310,8,TrainA,0.989247311827957,1.0,0.04827563092112541,0.036878541111946106
disclosure_x_bias.csv,662,3,TrainA,0.5394957983193277,0.5074626865671642,0.6875649690628052,0.6881148815155029
disclosure_x_noise.csv,662,3,TrainA,0.5478991596638656,0.4626865671641791,0.690906286239624,0.6950584650039673
disclosure_x_tampered.csv,662,3,TrainA,0.5445378151260504,0.5074626865671642,0.6876627206802368,0.6906533241271973
disclosure_z.csv,662,3,TrainA,0.5798319327731093,0.5223880597014925,0.6850321292877197,0.6922447681427002
fertility.csv,100,9,TrainA,0.8777777777777778,0.9,0.2914884388446808,0.38797059655189514
fishcatch.csv,158,6,TrainA,0.6619718309859155,0.625,0.6710811257362366,0.6705247163772583
fri_c0_1000_10.csv,1000,10,TrainA,0.8522222222222222,0.91,0.36595404148101807,0.3030293881893158
credit_a.csv,690,15,TrainA,0.895330112721417,0.8260869565217391,0.30965936183929443,0.4424020051956177
credit_g.csv,1000,20,TrainA,0.6988888888888889,0.71,0.5294826626777649,0.512331485748291
crx.csv,690,15,TrainA,0.8808373590982287,0.8405797101449275,0.3187609016895294,0.3622518479824066
datatrieve.csv,130,8,TrainA,0.9145299145299145,0.9230769230769231,0.21628990769386292,0.19170720875263214
diabetes.csv,768,8,TrainA,0.7829232995658466,0.7662337662337663,0.47046393156051636,0.505454957485199
fri_c0_1000_25.csv,1000,25,TrainA,0.8666666666666667,0.8,0.337483286857605,0.4296182692050934
fri_c0_1000_5.csv,1000,5,TrainA,0.8777777777777778,0.84,0.33596599102020264,0.40411871671676636
fri_c0_1000_50.csv,1000,50,TrainA,0.8833333333333333,0.75,0.3393336534500122,0.502835214138031
fri_c0_100_10.csv,100,10,TrainA,0.8888888888888888,0.8,0.3097509741783142,0.49006038904190063
fri_c0_100_25.csv,100,25,TrainA,0.9444444444444444,0.7,0.308076947927475,0.5726331472396851
fri_c0_100_5.csv,100,5,TrainA,0.5666666666666667,0.3,0.6808710694313049,0.7493840456008911
fri_c0_100_50.csv,100,50,TrainA,0.9666666666666667,0.9,0.1403394490480423,0.3555760383605957
fri_c0_250_10.csv,250,10,TrainA,0.8177777777777778,0.76,0.4480179250240326,0.5175120830535889
fri_c0_250_25.csv,250,25,TrainA,0.48444444444444446,0.6,0.6946858167648315,0.682782769203186
fri_c0_250_5.csv,250,5,TrainA,0.8533333333333334,0.72,0.4269234240055084,0.6357652544975281
fri_c0_250_50.csv,250,50,TrainA,0.9511111111111111,0.72,0.2842004597187042,0.5142151713371277
fri_c0_500_10.csv,500,10,TrainA,0.8777777777777778,0.84,0.3190271556377411,0.39247065782546997
fri_c0_500_25.csv,500,25,TrainA,0.8755555555555555,0.78,0.3373928368091583,0.47424790263175964
fri_c0_500_5.csv,500,5,TrainA,0.8555555555555555,0.76,0.37105244398117065,0.4677673280239105
fri_c0_500_50.csv,500,50,TrainA,0.92,0.82,0.2669268548488617,0.44408634305000305
fri_c1_1000_10.csv,1000,10,TrainA,0.7366666666666667,0.67,0.5429753065109253,0.5923868417739868
fri_c1_1000_25.csv,1000,25,TrainA,0.69,0.68,0.6041315197944641,0.6160588264465332
fri_c1_1000_5.csv,1000,5,TrainA,0.8033333333333333,0.74,0.4948294162750244,0.5407515168190002
fri_c1_1000_50.csv,1000,50,TrainA,0.7544444444444445,0.66,0.5472486615180969,0.6494397521018982
fri_c1_100_10.csv,100,10,TrainA,0.7555555555555555,0.7,0.6092817783355713,0.584018349647522
fri_c1_100_25.csv,100,25,TrainA,0.7888888888888889,0.5,0.565969705581665,0.7345218658447266
fri_c1_100_5.csv,100,5,TrainA,0.5333333333333333,0.7,0.6890385746955872,0.6450681686401367
fri_c1_100_50.csv,100,50,TrainA,0.5777777777777777,0.4,0.6732288599014282,0.7424997091293335
fri_c1_250_10.csv,250,10,TrainA,0.7377777777777778,0.6,0.5767014622688293,0.6594096422195435
fri_c1_250_25.csv,250,25,TrainA,0.5911111111111111,0.4,0.6611930131912231,0.7446951866149902
fri_c1_250_5.csv,250,5,TrainA,0.7022222222222222,0.76,0.5706716775894165,0.6187757849693298
fri_c1_250_50.csv,250,50,TrainA,0.8266666666666667,0.8,0.4790661633014679,0.5457851886749268
fri_c1_500_10.csv,500,10,TrainA,0.6911111111111111,0.66,0.5998253226280212,0.6464221477508545
fri_c1_500_25.csv,500,25,TrainA,0.74,0.6,0.5636866092681885,0.6572025418281555
fri_c1_500_5.csv,500,5,TrainA,0.7644444444444445,0.72,0.5569119453430176,0.5683296322822571
fri_c1_500_50.csv,500,50,TrainA,0.6222222222222222,0.46,0.6597644090652466,0.7071858048439026
fri_c2_1000_10.csv,1000,10,TrainA,0.7966666666666666,0.74,0.531358003616333,0.5746950507164001
fri_c2_1000_25.csv,1000,25,TrainA,0.83,0.85,0.43481123447418213,0.4463604688644409
fri_c2_1000_5.csv,1000,5,TrainA,0.8422222222222222,0.87,0.41071197390556335,0.36999091506004333
fri_c2_1000_50.csv,1000,50,TrainA,0.8344444444444444,0.79,0.40646985173225403,0.5467369556427002
fri_c2_100_10.csv,100,10,TrainA,0.6333333333333333,0.7,0.6865584254264832,0.6793293952941895
fri_c2_100_25.csv,100,25,TrainA,0.9111111111111111,0.8,0.3768935799598694,0.37348082661628723
fri_c2_100_5.csv,100,5,TrainA,0.7666666666666667,0.8,0.5070609450340271,0.4736975133419037
fri_c2_100_50.csv,100,50,TrainA,0.5777777777777777,0.6,0.6800709962844849,0.6732788681983948
fri_c2_250_10.csv,250,10,TrainA,0.76,0.72,0.494538813829422,0.439874529838562
fri_c2_250_25.csv,250,25,TrainA,0.7511111111111111,0.56,0.5431215763092041,0.6246247291564941
fri_c2_250_5.csv,250,5,TrainA,0.7911111111111111,0.76,0.5201273560523987,0.5703813433647156
fri_c2_250_50.csv,250,50,TrainA,0.6933333333333334,0.48,0.5465822219848633,0.7486798763275146
house_votes_84.csv,435,16,TrainA,0.9641943734015346,0.9545454545454546,0.14698323607444763,0.21334999799728394
humandevel.csv,130,1,TrainA,0.8888888888888888,0.7692307692307693,0.28342849016189575,0.37683120369911194
ilpd.csv,583,10,TrainA,0.7099236641221374,0.7627118644067796,0.5352141857147217,0.48187366127967834
ionosphere.csv,351,34,TrainA,0.6476190476190476,0.5833333333333334,0.4921954572200775,0.6706505417823792
iris.csv,150,4,TrainA,1.0,1.0,4.804631771548884e-06,6.739344371453626e-06
fri_c2_500_10.csv,500,10,TrainA,0.7155555555555555,0.66,0.5396340489387512,0.5700875520706177
fri_c2_500_25.csv,500,25,TrainA,0.8066666666666666,0.64,0.5113636255264282,0.5987092852592468
fri_c2_500_5.csv,500,5,TrainA,0.7888888888888889,0.74,0.5164395570755005,0.5081523060798645
fri_c2_500_50.csv,500,50,TrainA,0.8022222222222222,0.72,0.48085373640060425,0.5385193228721619
fri_c3_1000_10.csv,1000,10,TrainA,0.7344444444444445,0.7,0.5597155690193176,0.5871365070343018
fri_c3_1000_25.csv,1000,25,TrainA,0.7,0.74,0.5684159398078918,0.6211036443710327
fri_c3_1000_5.csv,1000,5,TrainA,0.8344444444444444,0.82,0.43539148569107056,0.4364384710788727
fri_c3_1000_50.csv,1000,50,TrainA,0.7588888888888888,0.64,0.5435787439346313,0.6036554574966431
fri_c3_100_10.csv,100,10,TrainA,0.5111111111111111,0.7,0.6870244145393372,0.683235764503479
fri_c3_100_25.csv,100,25,TrainA,0.8333333333333334,0.6,0.502648115158081,0.5889461040496826
fri_c3_100_5.csv,100,5,TrainA,0.5666666666666667,0.5,0.6618186235427856,0.7446361184120178
fri_c3_100_50.csv,100,50,TrainA,0.6222222222222222,0.6,0.5802217721939087,0.6655361652374268
fri_c3_250_10.csv,250,10,TrainA,0.7688888888888888,0.76,0.5417003631591797,0.5883878469467163
fri_c3_250_25.csv,250,25,TrainA,0.7244444444444444,0.64,0.6036288738250732,0.6296879053115845
fri_c3_250_5.csv,250,5,TrainA,0.5688888888888889,0.52,0.6613402366638184,0.706592857837677
fri_c3_250_50.csv,250,50,TrainA,0.8044444444444444,0.76,0.5359436869621277,0.6052046418190002
fri_c3_500_10.csv,500,10,TrainA,0.7066666666666667,0.7,0.5853989124298096,0.5717224478721619
fri_c3_500_25.csv,500,25,TrainA,0.5577777777777778,0.58,0.6819447875022888,0.6813362240791321
fri_c3_500_5.csv,500,5,TrainA,0.76,0.74,0.5439231395721436,0.5454553365707397
fri_c3_500_50.csv,500,50,TrainA,0.8022222222222222,0.6,0.4857761561870575,0.6510043144226074
fri_c4_1000_10.csv,1000,10,TrainA,0.8733333333333333,0.87,0.4539831578731537,0.46538323163986206
fri_c4_1000_25.csv,1000,25,TrainA,0.8333333333333334,0.76,0.4503600299358368,0.5166739821434021
fri_c4_1000_50.csv,1000,50,TrainA,0.7388888888888889,0.62,0.5626662969589233,0.651735246181488
fri_c4_100_10.csv,100,10,TrainA,0.6222222222222222,0.4,0.670624315738678,0.6867767572402954
fri_c4_100_100.csv,100,100,TrainA,0.4777777777777778,0.4,0.6348406672477722,0.7767843008041382
fri_c4_100_25.csv,100,25,TrainA,0.4444444444444444,0.6,0.7119162082672119,0.6882060170173645
fri_c4_100_50.csv,100,50,TrainA,0.5777777777777777,0.4,0.63530033826828,0.7056062817573547
fri_c4_250_10.csv,250,10,TrainA,0.6533333333333333,0.52,0.676149845123291,0.684725284576416
fri_c4_250_100.csv,250,100,TrainA,0.5955555555555555,0.36,0.6316278576850891,0.7340646982192993
fri_c4_250_25.csv,250,25,TrainA,0.6266666666666667,0.52,0.678777277469635,0.6993975639343262
fri_c4_250_50.csv,250,50,TrainA,0.7244444444444444,0.52,0.6631646752357483,0.6915736198425293
fri_c4_500_10.csv,500,10,TrainA,0.6777777777777778,0.7,0.6013749241828918,0.6234379410743713
fri_c4_500_100.csv,500,100,TrainA,0.8355555555555556,0.62,0.47157344222068787,0.6650431156158447
fri_c4_500_25.csv,500,25,TrainA,0.7333333333333333,0.7,0.558277428150177,0.5791038274765015
fri_c4_500_50.csv,500,50,TrainA,0.7977777777777778,0.56,0.5053955316543579,0.657000720500946
fruitfly.csv,125,4,TrainA,0.5446428571428571,0.3076923076923077,0.6772503852844238,0.7524003386497498
german.csv,1000,20,TrainA,0.7522222222222222,0.7,0.4892505705356598,0.5825176239013672
glass2.csv,163,9,TrainA,0.8013698630136986,0.9411764705882353,0.5097730755805969,0.4177515208721161
grub-damage.csv,155,8,TrainA,0.7769784172661871,0.8125,0.49234941601753235,0.5123422741889954
haberman.csv,306,3,TrainA,0.7381818181818182,0.7096774193548387,0.5363182425498962,0.5982158780097961
heart-statlog.csv,270,13,TrainA,0.8477366255144033,0.9259259259259259,0.39035823941230774,0.3501092493534088
heart_c.csv,303,13,TrainA,0.8823529411764706,0.8709677419354839,0.356281042098999,0.3088056445121765
heart_h.csv,294,13,TrainA,0.8560606060606061,0.7,0.36884805560112,0.42025598883628845
heart_statlog.csv,270,13,TrainA,0.8765432098765432,0.8148148148148148,0.3349391520023346,0.3856956660747528
kc1-binary.csv,145,94,TrainA,0.7846153846153846,0.9333333333333333,0.44738540053367615,0.3714779019355774
kc1-top5.csv,145,94,TrainA,0.9538461538461539,0.8666666666666667,0.13897265493869781,0.3130507469177246
kc2.csv,522,21,TrainA,0.8528784648187633,0.7358490566037735,0.3667304515838623,0.6249991655349731
kc3.csv,458,39,TrainA,0.9077669902912622,0.8913043478260869,0.249817356467247,0.272518128156662
oil_spill.csv,937,49,TrainA,0.9537366548042705,0.9787234042553191,0.10288149118423462,0.07944637537002563
parkinsons.csv,195,22,TrainA,0.8971428571428571,0.9,0.21888615190982819,0.27834948897361755
pc1_req.csv,320,8,TrainA,0.6875,0.53125,0.6372981667518616,0.6945967674255371
lowbwt.csv,189,9,TrainA,0.8647058823529412,0.8421052631578947,0.3417392373085022,0.36856794357299805
lsvt.csv,126,310,TrainA,0.9734513274336283,0.8461538461538461,0.09679035097360611,0.29086726903915405
lungcancer_GSE31210.csv,226,23,TrainA,0.8325123152709359,0.9565217391304348,0.2758731544017792,0.14634382724761963
machine_cpu.csv,209,6,TrainA,0.9680851063829787,0.8571428571428571,0.14065439999103546,0.28172552585601807
mc2.csv,161,39,TrainA,0.7569444444444444,0.7058823529411765,0.4802565574645996,0.5379660725593567
molecular-biology_promoters.csv,106,57,TrainA,1.0,0.9090909090909091,0.06664638221263885,0.18139003217220306
molecular_biology_promoters.csv,106,57,TrainA,0.968421052631579,0.7272727272727273,0.37051400542259216,0.5208835601806641
monk1.csv,556,6,TrainA,0.784,0.6607142857142857,0.5478871464729309,0.6099395155906677
monk2.csv,601,6,TrainA,0.6888888888888889,0.639344262295082,0.5222263932228088,0.5593520402908325
monk3.csv,554,6,TrainA,0.891566265060241,0.8928571428571429,0.16794192790985107,0.11251020431518555
monks-problems-1.csv,556,6,TrainA,0.628,0.5178571428571429,0.6599533557891846,0.7080135345458984
monks-problems-2.csv,601,6,TrainA,0.812962962962963,0.8688524590163934,0.4705101251602173,0.48102596402168274
monks-problems-3.csv,554,6,TrainA,0.8895582329317269,0.875,0.22971326112747192,0.21914485096931458
mu284.csv,284,10,TrainA,0.996078431372549,0.9655172413793104,0.04042242467403412,0.059738993644714355
mux6.csv,128,6,TrainA,0.8173913043478261,0.7692307692307693,0.4980962872505188,0.5718182325363159
mw1.csv,403,37,TrainA,0.9226519337016574,0.926829268292683,0.20471429824829102,0.2295829951763153
newton_hema.csv,140,3,TrainA,0.6746031746031746,0.6428571428571429,0.5962163209915161,0.6440988183021545
no2.csv,500,7,TrainA,0.5755555555555556,0.54,0.6806833148002625,0.6851134300231934
pima.csv,768,8,TrainA,0.7756874095513748,0.8311688311688312,0.483926922082901,0.4242570102214813
planning-relax.csv,182,12,TrainA,0.7055214723926381,0.7894736842105263,0.6039169430732727,0.5524420142173767
plasma_retinol.csv,315,13,TrainA,0.6360424028268551,0.625,0.6470102071762085,0.6625235080718994
pm10.csv,500,7,TrainA,0.5222222222222223,0.6,0.6899924278259277,0.6864191293716431
prnn_crabs.csv,200,7,TrainA,0.9944444444444445,1.0,0.033945612609386444,0.021232709288597107
sa-heart.csv,462,9,TrainA,0.7469879518072289,0.7446808510638298,0.5135046243667603,0.5344026684761047
saheart.csv,462,9,TrainA,0.744578313253012,0.8085106382978723,0.5235356092453003,0.5519717335700989
sensory.csv,576,11,TrainA,0.5868725868725869,0.5689655172413793,0.6686962246894836,0.6689819693565369
servo.csv,167,4,TrainA,0.94,0.9411764705882353,0.17079435288906097,0.25093546509742737
sleuth_case2002.csv,147,6,TrainA,0.696969696969697,0.7333333333333333,0.5700159072875977,0.47390690445899963
sonar.csv,208,60,TrainA,0.9625668449197861,0.8571428571428571,0.2646571695804596,0.31434208154678345
stock.csv,950,9,TrainA,0.8888888888888888,0.8631578947368421,0.1968969851732254,0.21139121055603027
strikes.csv,625,6,TrainA,0.8202846975088968,0.746031746031746,0.4883418083190918,0.5148082971572876
prnn_synth.csv,250,2,TrainA,0.8311111111111111,0.92,0.37611547112464905,0.31350889801979065
profb.csv,672,7,TrainA,0.6771523178807947,0.6323529411764706,0.5943860411643982,0.6115276217460632
promoters.csv,106,58,TrainA,1.0,1.0,0.0186405461281538,0.025249838829040527
pwLinear.csv,200,10,TrainA,0.9388888888888889,0.85,0.2683817446231842,0.3463781476020813
qualitative-bankruptcy.csv,250,6,TrainA,1.0,1.0,0.1547754853963852,0.17024017870426178
rabe_266.csv,120,2,TrainA,0.9537037037037037,1.0,0.20177432894706726,0.15292468667030334
