Dataset,Row,Col,Accuracy_A,Accuracy_B,Accuracy_D,Loss_A,Loss_B,Loss_D,Validation_Accuracy_A,Validation_Accuracy_B,Validation_Accuracy_D,Validation_Loss_A,Validation_Loss_B,Validation_Loss_D,Delta_Training_Accuracy,Delta_Validation_Accuracy,Delta_Training_Loss,Delta_Validation_Loss,ARI
AP_Colon_Uterus.csv,410,10935,0.7012195121951219,0.975609756097561,0.9939024390243902,0.2637320756912231,0.2066416442394256,0.0427726693451404,0.6829268292682927,0.9634146341463414,0.951219512195122,0.3581746816635132,0.4365600943565368,0.2532248198986053,Increased,Decreased,Decreased,Decreased,0
AP_Endometrium_Breast.csv,405,10935,1.0,1.0,1.0,0.009673498570919,0.0040835100226104,0.0060662636533379,0.9753086419753086,0.9753086419753086,0.9753086419753086,0.1578689366579055,0.2242464870214462,0.0587594956159591,Same,Same,Increased,Decreased,0
AP_Endometrium_Kidney.csv,321,10935,1.0,1.0,1.0,0.0140636963769793,0.0112949842587113,0.0086791729554533,0.9846153846153848,0.9846153846153848,0.9846153846153848,0.0331840738654136,0.0651155188679695,0.0573062449693679,Same,Same,Decreased,Decreased,0
AP_Endometrium_Lung.csv,187,10935,1.0,1.0,0.9932885906040269,0.033935260027647,0.0290050022304058,0.0429263450205326,0.9473684210526316,0.9473684210526316,0.9473684210526316,0.1984942704439163,0.3036593496799469,0.2637614905834198,Decreased,Same,Increased,Decreased,0
AP_Endometrium_Ovary.csv,259,10935,1.0,1.0,1.0,0.034961674362421,0.0234770383685827,0.0367264971137046,0.9615384615384616,0.9230769230769232,0.9423076923076924,0.1312851756811142,0.201956644654274,0.1531538963317871,Same,Increased,Increased,Decreased,0
AP_Endometrium_Prostate.csv,130,10935,1.0,1.0,1.0,0.0010944320820271,0.0003401420253794,0.0002216866414528,1.0,1.0,1.0,0.007711895275861,0.0055044945329427,0.0011033485643565,Same,Same,Decreased,Decreased,0
AP_Endometrium_Uterus.csv,185,10935,0.9527027027027029,0.9662162162162162,0.9527027027027029,0.1877167671918869,0.1065225079655647,0.1292029470205307,0.7297297297297297,0.7027027027027027,0.7567567567567568,0.5629309415817261,0.7042569518089294,0.5523145794868469,Decreased,Increased,Increased,Decreased,0
AP_Lung_Kidney.csv,386,10935,0.9675324675324676,0.9707792207792209,0.9707792207792209,0.0299354568123817,0.0242990478873252,0.033551312983036,0.9871794871794872,0.9871794871794872,0.9615384615384616,0.0244999807327985,0.0182965192943811,0.0770412683486938,Same,Decreased,Increased,Increased,0
AP_Lung_Uterus.csv,250,10935,0.975,0.99,0.98,0.2241616398096084,0.0425383858382701,0.0561191998422145,0.92,0.92,0.92,0.3569426834583282,0.293859988451004,0.2463648468255996,Decreased,Same,Increased,Decreased,0
AP_Omentum_Kidney.csv,337,10935,1.0,1.0,1.0,0.0042334599420428,0.0015712643507868,0.0061367359012365,0.9558823529411764,0.9558823529411764,0.9558823529411764,0.0859597995877265,0.1158882230520248,0.0862525179982185,Same,Same,Increased,Decreased,0
AP_Omentum_Uterus.csv,201,10935,0.975,0.975,0.99375,0.0555268451571464,0.0330555066466331,0.042030569165945,0.8780487804878049,0.926829268292683,0.926829268292683,0.2213276624679565,0.2271913141012191,0.2653589844703674,Increased,Same,Increased,Increased,0
AP_Ovary_Kidney.csv,458,10935,0.9972677595628416,0.994535519125683,0.9972677595628416,0.0647745504975318,0.0096390303224325,0.0112963151186704,0.9565217391304348,0.967391304347826,0.9565217391304348,0.2630683481693268,0.413785845041275,0.2915770411491394,Increased,Decreased,Increased,Decreased,0
AP_Ovary_Lung.csv,324,10935,0.9845559845559846,0.9884169884169884,0.9845559845559846,0.0276282597333192,0.0210182275623083,0.0246239174157381,0.8769230769230769,0.9076923076923076,0.8923076923076924,0.2828151881694793,0.2780351638793945,0.3110419511795044,Decreased,Decreased,Increased,Increased,0
AP_Ovary_Uterus.csv,322,10935,0.953307392996109,0.980544747081712,0.953307392996109,0.0807058289647102,0.0495110414922237,0.0529425591230392,0.8769230769230769,0.8307692307692308,0.8461538461538461,0.5252727270126343,2.096564054489136,0.7320312857627869,Decreased,Increased,Increased,Decreased,0
AP_Prostate_Lung.csv,195,10935,0.9935897435897436,0.9935897435897436,0.9935897435897436,0.0201381593942642,0.0160051453858613,0.0128569891676306,1.0,1.0,1.0,0.0020687014330178,0.0007173658814281,0.0006021640147082,Same,Same,Decreased,Decreased,0
AP_Prostate_Ovary.csv,267,10935,1.0,1.0,1.0,0.0288064889609813,0.011259295977652,0.0107403071597218,0.9814814814814816,0.9814814814814816,0.9814814814814816,0.0358774773776531,1.864520072937012,0.0306503921747207,Same,Same,Decreased,Decreased,0
AP_Uterus_Kidney.csv,384,10935,0.977198697068404,0.977198697068404,0.977198697068404,0.0308225359767675,0.024330461397767,0.1139640808105468,0.948051948051948,0.948051948051948,0.961038961038961,0.1269402951002121,0.2539191246032715,0.1618805229663849,Same,Increased,Increased,Decreased,0
Australian.csv,690,14,0.8822463768115942,0.875,0.8786231884057971,0.348156213760376,0.3414664268493652,0.3402970731258392,0.8913043478260869,0.8840579710144928,0.8913043478260869,0.3943580389022827,0.3952280282974243,0.394319087266922,Increased,Increased,Decreased,Decreased,0
CostaMadre1.csv,296,37,0.8728813559322034,0.8728813559322034,0.8728813559322034,0.3211052417755127,0.3056262135505676,0.3053653240203857,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.3055941164493561,0.3114515542984009,0.302336722612381,Same,Same,Decreased,Decreased,0
KnuggetChase3.csv,194,39,0.8258064516129032,0.8258064516129032,0.8258064516129032,0.4263573288917541,0.4148123562335968,0.424517810344696,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.5368942618370056,0.5417450666427612,0.5613441467285156,Same,Same,Increased,Increased,0
KungChi3.csv,123,39,0.8979591836734694,0.8979591836734694,0.9081632653061223,0.4166862964630127,0.3754436075687408,0.418423980474472,0.76,0.76,0.76,0.5723204612731934,0.5623456835746765,0.5447471737861633,Increased,Same,Increased,Decreased,0
MeanWhile1.csv,253,37,0.915841584158416,0.915841584158416,0.915841584158416,0.2761531174182892,0.2597553133964538,0.2983939945697784,0.803921568627451,0.803921568627451,0.803921568627451,0.4562385678291321,0.4758767485618591,0.4601710140705108,Same,Same,Increased,Decreased,0
MegaWatt1.csv,253,37,0.915841584158416,0.915841584158416,0.915841584158416,0.2912030816078186,0.2735458612442016,0.2770873010158539,0.803921568627451,0.803921568627451,0.803921568627451,0.4534333050251007,0.4641491770744324,0.4595291316509247,Same,Same,Increased,Decreased,0
MindCave2.csv,125,39,0.76,0.76,0.78,0.548346996307373,0.5202124714851379,0.5226607322692871,0.8,0.76,0.76,0.5088402628898621,0.4981524646282196,0.5026565790176392,Increased,Same,Increased,Increased,0
PieChart1.csv,705,37,0.9131205673758864,0.9131205673758864,0.9166666666666666,0.2101042419672012,0.2052039504051208,0.202734425663948,0.9148936170212766,0.9148936170212766,0.9148936170212766,0.2264090627431869,0.2316498160362243,0.2137095630168914,Increased,Same,Decreased,Decreased,0
PieChart2.csv,745,36,0.9798657718120806,0.9798657718120806,0.9798657718120806,0.0760324597358703,0.0723999887704849,0.0711502432823181,0.9731543624161074,0.9731543624161074,0.9731543624161074,0.1054155603051185,0.1106740683317184,0.1107981130480766,Same,Same,Decreased,Increased,0
PizzaCutter1.csv,661,37,0.9261363636363636,0.928030303030303,0.9261363636363636,0.181977778673172,0.1655170321464538,0.1713786572217941,0.9323308270676692,0.9323308270676692,0.9323308270676692,0.1977017074823379,0.1895312219858169,0.1947238445281982,Decreased,Same,Increased,Increased,0
PizzaCutter3.csv,1043,37,0.8717026378896883,0.8729016786570744,0.8717026378896883,0.2658394873142242,0.2580810785293579,0.2604511976242065,0.8995215311004785,0.8995215311004785,0.8995215311004785,0.2660117745399475,0.2684454619884491,0.2686012685298919,Decreased,Same,Increased,Increased,0
analcatdata_apnea1.csv,475,3,0.868421052631579,0.868421052631579,0.868421052631579,0.3596517443656921,0.3485693633556366,0.3476513028144836,0.8842105263157894,0.8842105263157894,0.8842105263157894,0.3655416071414947,0.34709233045578,0.3472521007061004,Same,Same,Decreased,Increased,0
analcatdata_apnea2.csv,475,3,0.868421052631579,0.868421052631579,0.868421052631579,0.3687972724437713,0.3670368492603302,0.3645344376564026,0.8526315789473684,0.8526315789473684,0.8526315789473684,0.4040286540985107,0.4003194570541382,0.401420384645462,Same,Same,Decreased,Increased,0
analcatdata_apnea3.csv,450,3,0.875,0.875,0.875,0.3698343932628631,0.3684786856174469,0.3638623654842376,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.3567207455635071,0.356474220752716,0.3579226732254028,Same,Same,Decreased,Increased,0
analcatdata_boxing2.csv,132,3,0.7142857142857143,0.7238095238095238,0.7238095238095238,0.6062009930610657,0.6010581851005554,0.600957989692688,0.8148148148148148,0.8888888888888888,0.8888888888888888,0.5420300364494324,0.5322480797767639,0.5103271007537842,Same,Same,Decreased,Decreased,0
analcatdata_chlamydia.csv,100,3,0.8875,0.9,0.875,0.2197132110595703,0.2117136418819427,0.2124766856431961,0.65,0.7,0.65,0.3993436694145202,0.3896108865737915,0.3908993303775787,Decreased,Decreased,Increased,Increased,0
analcatdata_creditscore.csv,100,6,0.925,0.95,0.95,0.1830390691757202,0.1637922972440719,0.1820838451385498,0.95,0.9,0.9,0.1551633775234222,0.1429058015346527,0.1483239978551864,Same,Same,Increased,Increased,0
analcatdata_lawsuit.csv,264,4,0.933649289099526,0.933649289099526,0.933649289099526,0.0955703631043434,0.0900777578353881,0.1391825973987579,0.9056603773584906,0.9056603773584906,0.9056603773584906,0.1713954508304596,0.1729280650615692,0.2042922079563141,Same,Same,Increased,Increased,0
analcatdata_michiganacc.csv,108,3,0.8023255813953488,0.7906976744186046,0.7906976744186046,0.5350839495658875,0.5341053009033203,0.5343426465988159,0.7272727272727273,0.6818181818181818,0.6818181818181818,0.5749539136886597,0.5757579803466797,0.5753060579299927,Same,Same,Increased,Decreased,0
analcatdata_seropositive.csv,132,3,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.2378253638744354,0.228751003742218,0.2241219729185104,0.9629629629629628,0.9629629629629628,0.9629629629629628,0.2224618345499038,0.211787924170494,0.2052543461322784,Same,Same,Decreased,Decreased,0
analcatdata_vineyard.csv,468,3,0.5775401069518716,0.5775401069518716,0.5775401069518716,0.6762256622314453,0.6711911559104919,0.6716358065605164,0.4680851063829787,0.4680851063829787,0.4680851063829787,0.7001307606697083,0.7028024792671204,0.7022954225540161,Same,Same,Increased,Decreased,0
anthracyclineTaxaneChemotherapy.csv,159,61359,0.8031496062992126,0.9291338582677166,0.968503937007874,0.3495448529720306,0.1596003025770187,0.1218837350606918,0.625,0.625,0.53125,0.9978981614112854,1.290161371231079,1.0119543075561523,Increased,Decreased,Decreased,Decreased,0
appendicitis.csv,106,7,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.4384584426879883,0.4117554128170013,0.4275974035263061,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.560164213180542,0.5708847641944885,0.5551249980926514,Same,Same,Increased,Decreased,0
ar1.csv,121,29,0.9270833333333334,0.9270833333333334,0.9375,0.2451014667749405,0.218818187713623,0.2292145490646362,0.92,0.92,0.92,0.2957402169704437,0.2977731227874756,0.3090523779392242,Increased,Same,Increased,Increased,0
ar4.csv,107,29,0.9058823529411764,0.8941176470588236,0.9058823529411764,0.5322853326797485,0.4772275686264038,0.4680350720882416,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.6842014789581299,0.6669720411300659,0.6791646480560303,Increased,Same,Decreased,Increased,0
ar6.csv,101,29,0.3125,0.8875,0.8875,0.6795641183853149,0.3241389393806457,0.328077495098114,0.238095238095238,0.7142857142857143,0.7142857142857143,10.14534854888916,9.918354034423828,9.89795207977295,Same,Same,Increased,Decreased,0
arcene.csv,200,10000,0.9125,0.95,0.95625,0.1562649309635162,0.1046497076749801,0.1486690044403076,0.75,0.8,0.825,0.5050302743911743,0.5763355493545532,0.5870986580848694,Increased,Increased,Increased,Increased,0
arsenic-female-lung.csv,559,4,0.9753914988814316,0.9753914988814316,0.9753914988814316,0.0622134804725647,0.0609649717807769,0.0607378557324409,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.1563050001859665,0.150149792432785,0.1412913352251052,Same,Same,Decreased,Decreased,0
arsenic-male-bladder.csv,559,4,0.96420581655481,0.96420581655481,0.96420581655481,0.1256803125143051,0.1265464276075363,0.1369095295667648,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.1876289844512939,0.192714050412178,0.2226641625165939,Same,Same,Increased,Increased,0
arsenic-male-lung.csv,559,4,0.9977628635346756,1.0,0.9977628635346756,0.0037942093331366,0.0013648014282807,0.0203111506998538,0.9910714285714286,1.0,0.9821428571428572,0.0101605048403143,0.0005552646471187,0.0454171821475029,Decreased,Decreased,Increased,Increased,0
autoPrice.csv,159,15,1.0,0.9921259842519684,0.9921259842519684,0.0488968677818775,0.0276217516511678,0.0314121879637241,0.96875,0.96875,0.96875,0.1275415122509002,0.1189461499452591,0.1181071922183036,Same,Same,Increased,Decreased,0
auto_price.csv,159,15,0.9921259842519684,0.9921259842519684,0.9921259842519684,0.0453560687601566,0.0397064462304115,0.0429307334125041,0.96875,0.96875,0.9375,0.1882679760456085,0.1913285255432129,0.2030769884586334,Same,Decreased,Increased,Increased,0
backache.csv,180,31,0.8680555555555556,0.8680555555555556,0.875,0.2478891760110855,0.232436791062355,0.2259932607412338,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.3878900408744812,0.4124318361282348,0.3920218646526336,Increased,Same,Decreased,Decreased,0
badges2.csv,294,10,1.0,1.0,1.0,0.0089301001280546,0.0048520304262638,0.0086132241412997,1.0,1.0,1.0,0.0094048241153359,0.0051920576952397,0.0090425703674554,Same,Same,Increased,Increased,0
balance-scale.csv,625,4,0.954,0.954,0.954,0.1261244863271713,0.1213317364454269,0.1237685829401016,0.952,0.96,0.96,0.1407281160354614,0.1341381520032882,0.1356490850448608,Same,Same,Increased,Increased,0
banknote-authentication.csv,1372,4,0.99179580674567,0.9890610756608932,0.9890610756608932,0.0521305575966835,0.050976812839508,0.0357826203107833,0.9854545454545456,0.9854545454545456,0.9854545454545456,0.0644967555999755,0.0645694062113761,0.0485285967588424,Same,Same,Decreased,Decreased,0
blogger.csv,100,5,0.8125,0.8125,0.8125,0.6049107909202576,0.5925887227058411,0.5756393671035767,0.7,0.7,0.7,0.6562567949295044,0.6590532064437866,0.6544874906539917,Same,Same,Decreased,Decreased,0
blood-transfusion-service-center.csv,748,4,0.7759197324414716,0.7775919732441472,0.7775919732441472,0.4743208289146423,0.4666167199611664,0.4681661427021026,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.487356424331665,0.4823384582996368,0.4824482202529907,Same,Same,Increased,Increased,0
bodyfat.csv,252,14,1.0,1.0,1.0,0.0859718769788742,0.0636165887117385,0.0452394261956214,0.9803921568627452,0.9803921568627452,0.9803921568627452,0.1532982587814331,0.1408688127994537,0.1186548024415969,Same,Same,Decreased,Decreased,0
boston.csv,506,13,0.8836633663366337,0.8886138613861386,0.8836633663366337,0.3165589272975921,0.3025614023208618,0.3030129969120025,0.9215686274509804,0.9215686274509804,0.9215686274509804,0.3018874228000641,0.2896009087562561,0.2920072078704834,Decreased,Same,Increased,Increased,0
boston_corrected.csv,506,20,0.9084158415841584,0.9084158415841584,0.9084158415841584,0.2658717036247253,0.2569185495376587,0.2572983503341675,0.8725490196078431,0.8823529411764706,0.8725490196078431,0.3164581954479217,0.3071425557136535,0.3072696626186371,Same,Decreased,Increased,Increased,0
breast-cancer-dropped-missing-attributes-values.csv,277,9,0.755656108597285,0.7601809954751131,0.755656108597285,0.5067387819290161,0.4924995005130768,0.4963424801826477,0.75,0.7678571428571429,0.7678571428571429,0.4689603447914123,0.4526000320911407,0.4570586681365967,Decreased,Same,Increased,Increased,0
breast.csv,699,10,0.9695885509838998,0.9713774597495528,0.9713774597495528,0.1030111312866211,0.1006882786750793,0.1007091403007507,0.9857142857142858,0.9857142857142858,0.9857142857142858,0.069361113011837,0.0653127431869506,0.0658064186573028,Same,Same,Increased,Increased,0
breast_cancer.csv,286,9,0.7763157894736842,0.7850877192982456,0.7763157894736842,0.5285863876342773,0.5101569294929504,0.514556348323822,0.7931034482758621,0.7931034482758621,0.7931034482758621,0.5259007811546326,0.497666597366333,0.5041559934616089,Decreased,Same,Increased,Increased,0
breast_w.csv,699,9,0.9695885509838998,0.9713774597495528,0.9713774597495528,0.1043740883469581,0.10052952170372,0.0988727435469627,0.9714285714285714,0.9642857142857144,0.9714285714285714,0.0918756946921348,0.0910155996680259,0.0865926072001457,Same,Increased,Decreased,Decreased,0
buggyCrx.csv,690,15,0.8731884057971014,0.875,0.8731884057971014,0.3374780714511871,0.3316375911235809,0.333321213722229,0.8985507246376812,0.8913043478260869,0.8913043478260869,0.333266407251358,0.3282224535942077,0.3306383788585663,Decreased,Same,Increased,Increased,0
bupa.csv,345,5,0.6594202898550725,0.6557971014492754,0.6594202898550725,0.6440055966377258,0.6428056955337524,0.6427149176597595,0.5507246376811594,0.5217391304347826,0.5507246376811594,0.6600524187088013,0.661137580871582,0.6584622859954834,Increased,Increased,Decreased,Decreased,0
chatfield_4.csv,235,12,0.8882978723404256,0.8936170212765957,0.8936170212765957,0.2405216544866562,0.2251397669315338,0.2258494943380355,0.851063829787234,0.8723404255319149,0.8723404255319149,0.3249335289001465,0.3133280873298645,0.3139600753784179,Same,Same,Increased,Increased,0
chscase_census3.csv,400,7,0.515625,0.528125,0.534375,0.6938092112541199,0.6872743964195251,0.6873401999473572,0.5125,0.4625,0.5,0.692504346370697,0.7023576498031616,0.7021200656890869,Increased,Increased,Increased,Decreased,0
chscase_census4.csv,400,7,0.553125,0.571875,0.571875,0.6866567730903625,0.6847618222236633,0.6836082339286804,0.5125,0.5375,0.5375,0.6866492033004761,0.6868117451667786,0.6859570145606995,Same,Same,Decreased,Decreased,0
chscase_census5.csv,400,7,0.53125,0.553125,0.534375,0.6878604888916016,0.6834163665771484,0.686208188533783,0.475,0.45,0.5,0.7018510103225708,0.7026290893554688,0.7021702527999878,Decreased,Increased,Increased,Decreased,0
chscase_census6.csv,400,6,0.5875,0.596875,0.59375,0.6722885370254517,0.6688238382339478,0.6697167158126831,0.5875,0.6125,0.6,0.6788727045059204,0.6789471507072449,0.6792083978652954,Decreased,Decreased,Increased,Increased,0
chscase_funds.csv,185,2,0.7162162162162162,0.722972972972973,0.7162162162162162,0.5722088813781738,0.5660566687583923,0.5683898329734802,0.5945945945945946,0.5945945945945946,0.5945945945945946,0.6601020693778992,0.6593788862228394,0.6566792130470276,Decreased,Same,Increased,Decreased,0
chscase_geyser1.csv,222,2,0.8983050847457628,0.8983050847457628,0.8983050847457628,0.2913219332695007,0.2905040085315704,0.2846925854682922,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.2491639256477356,0.2474038898944854,0.2267670333385467,Same,Same,Decreased,Decreased,0
cleve.csv,303,13,0.8347107438016529,0.8388429752066116,0.8347107438016529,0.3734781444072723,0.3667031228542328,0.3592271506786346,0.8524590163934426,0.8360655737704918,0.8360655737704918,0.3774901032447815,0.3762869536876678,0.3750360906124115,Decreased,Same,Decreased,Decreased,0
cmc.csv,1473,9,0.7173174872665535,0.7283531409168081,0.7300509337860781,0.5832485556602478,0.572629988193512,0.570586621761322,0.7220338983050848,0.7322033898305085,0.7389830508474576,0.5844982266426086,0.5709319710731506,0.5685321092605591,Increased,Increased,Decreased,Decreased,0
corral.csv,160,6,1.0,1.0,1.0,0.0450215861201286,0.0449816137552261,0.0946992337703704,1.0,1.0,1.0,0.0450215712189674,0.0450162589550018,0.0942625328898429,Same,Same,Increased,Increased,0
cpu.csv,209,7,0.994011976047904,0.994011976047904,0.994011976047904,0.025632869452238,0.019921800121665,0.0284318383783102,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.0612230636179447,0.0507809370756149,0.0741625428199768,Same,Same,Increased,Increased,0
credit-g.csv,1000,20,0.775,0.775,0.77375,0.4629131555557251,0.4580449163913727,0.4611802399158478,0.76,0.77,0.77,0.4968533813953399,0.4965499639511108,0.4979792833328247,Decreased,Same,Increased,Increased,0
credit_a.csv,690,15,0.8894927536231884,0.8876811594202898,0.8894927536231884,0.3052171468734741,0.2984221577644348,0.3019159734249115,0.8478260869565217,0.8623188405797102,0.855072463768116,0.5127574801445007,0.5160990953445435,0.5174611806869507,Increased,Decreased,Increased,Increased,0
credit_g.csv,1000,20,0.73,0.73125,0.73125,0.4959125518798828,0.4937241673469543,0.4937018454074859,0.74,0.74,0.74,0.533694863319397,0.5307401418685913,0.5355230569839478,Same,Same,Decreased,Increased,0
crx.csv,690,15,0.8731884057971014,0.875,0.8768115942028986,0.3210397660732269,0.3171755373477936,0.3201092481613159,0.855072463768116,0.8623188405797102,0.8478260869565217,0.3724348545074463,0.3756963610649109,0.3802848160266876,Increased,Decreased,Increased,Increased,0
datatrieve.csv,130,8,0.9134615384615384,0.9134615384615384,0.9134615384615384,0.2338530421257019,0.2308207899332046,0.2404801696538925,0.9230769230769232,0.9230769230769232,0.9230769230769232,0.259057879447937,0.2597324252128601,0.2609654664993286,Same,Same,Increased,Increased,0
diabetes.csv,768,8,0.7719869706840391,0.7719869706840391,0.7736156351791531,0.5013204216957092,0.4995177686214447,0.501232922077179,0.7857142857142857,0.7792207792207793,0.7792207792207793,0.5201669335365295,0.5192601084709167,0.5206997990608215,Increased,Same,Increased,Increased,0
diggle_table_a2.csv,310,8,0.9919354838709676,0.9919354838709676,1.0,0.0610405392944812,0.047321930527687,0.0377703681588172,0.9838709677419356,0.9838709677419356,0.9838709677419356,0.0729932412505149,0.0604203604161739,0.0584910251200199,Increased,Same,Decreased,Decreased,0
disclosure_x_bias.csv,662,3,0.5368620037807184,0.5444234404536862,0.5500945179584121,0.6866284608840942,0.686028003692627,0.6857357025146484,0.5714285714285714,0.5639097744360902,0.5789473684210527,0.6825993657112122,0.6823753118515015,0.6818199157714844,Increased,Increased,Decreased,Decreased,0
disclosure_x_tampered.csv,662,3,0.5274102079395085,0.5444234404536862,0.5368620037807184,0.6910274028778076,0.6876724362373352,0.6899182200431824,0.518796992481203,0.5488721804511278,0.5338345864661654,0.6901956796646118,0.6890613436698914,0.6902911067008972,Decreased,Decreased,Increased,Increased,0
disclosure_z.csv,662,3,0.5765595463137996,0.5746691871455577,0.5746691871455577,0.682000458240509,0.6817111372947693,0.6819563508033752,0.5714285714285714,0.5864661654135338,0.5714285714285714,0.6751258373260498,0.6754098534584045,0.6759437322616577,Same,Decreased,Increased,Increased,0
fertility.csv,100,9,0.875,0.875,0.875,0.3194004893302917,0.3091062903404236,0.2979716658592224,0.9,0.9,0.9,0.4435918927192688,0.452399879693985,0.5005284547805786,Same,Same,Decreased,Increased,0
fishcatch.csv,158,6,0.984126984126984,0.984126984126984,0.984126984126984,0.0570228956639766,0.0479776076972484,0.0439309366047382,1.0,1.0,1.0,0.0550046451389789,0.0490593984723091,0.0394592955708503,Same,Same,Decreased,Decreased,0
flare.csv,1066,10,0.8403755868544601,0.8380281690140845,0.8392018779342723,0.381072461605072,0.3814014196395874,0.381477415561676,0.7990654205607477,0.7990654205607477,0.7990654205607477,0.4575558006763458,0.4584189057350158,0.4587374031543731,Increased,Same,Increased,Increased,0
fri_c0_1000_10.csv,1000,10,0.84125,0.84875,0.8425,0.3627119362354278,0.3622179329395294,0.3599150776863098,0.9,0.9,0.91,0.2916865646839142,0.2906980514526367,0.2854456305503845,Decreased,Increased,Decreased,Decreased,0
fri_c0_1000_25.csv,1000,25,0.85,0.85,0.84875,0.4167465269565582,0.3957569003105163,0.3963014185428619,0.825,0.825,0.83,0.4915477633476257,0.4915526509284973,0.4948802888393402,Decreased,Increased,Increased,Increased,0
fri_c0_1000_5.csv,1000,5,0.855,0.85625,0.85375,0.3418780863285064,0.3378287553787231,0.3386344909667969,0.845,0.85,0.85,0.3537148237228393,0.3490476906299591,0.3500881493091583,Decreased,Same,Increased,Increased,0
fri_c0_1000_50.csv,1000,50,0.8925,0.895,0.89125,0.2993258237838745,0.2860542237758636,0.2869236767292022,0.81,0.81,0.81,0.4487302303314209,0.4614646136760711,0.4614162445068359,Decreased,Same,Increased,Decreased,0
fri_c0_100_10.csv,100,10,0.925,0.95,0.9375,0.2693206667900085,0.2450549304485321,0.2561568915843963,0.75,0.7,0.7,0.4136601984500885,0.4096773266792297,0.4160080850124359,Decreased,Same,Increased,Increased,0
